,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0045324,BP,GO:0045324,late endosome to vacuole transport,13/2105,46/20875,0.282608695652174,2.80259217184757,4.09863212674813,0.00044928626528317,0.00333997714191639,0.00239857295150181,844033/831682/828782/820233/831551/829059/827706/838077/815211/836508/818422/817230/828241,13
GO:0007033,BP,GO:0007033,vacuole organization,20/2105,89/20875,0.224719101123595,2.22850890069124,3.8894178457126,0.00046139895641193,0.00340432937876967,0.00244478690091715,817807/825794/819816/839323/828287/829174/827706/825452/838077/829993/836827/820647/821453/830497/834630/825369/817230/834415/820317/831594,20
GO:0006874,BP,GO:0006874,intracellular calcium ion homeostasis,17/2105,70/20875,0.242857142857143,2.40838140481846,3.95259389603346,0.000465770816704027,0.00342376309293632,0.00245874303868897,830991/834896/831754/834895/817459/824349/817458/817460/819940/829112/824900/839138/837280/842022/837296/819566/832428,17
GO:0170033,BP,GO:0170033,L-amino acid metabolic process,34/2105,187/20875,0.181818181818182,1.80306629237746,3.69410895261525,0.000499920674013341,0.00360748618244059,0.00259068203537278,827024/818902/817180/831599/833862/844329/814732/828364/821817/838352/833738/826844/829715/814770/830635/829623/829452/818721/832075/831024/823601/816270/821995/828798/834660/816149/838301/840543/837168/843565/824484/827506/827122/835598,34
GO:0170039,BP,GO:0170039,proteinogenic amino acid metabolic process,34/2105,187/20875,0.181818181818182,1.80306629237746,3.69410895261525,0.000499920674013341,0.00360748618244059,0.00259068203537278,827024/818902/817180/831599/833862/844329/814732/828364/821817/838352/833738/826844/829715/814770/830635/829623/829452/818721/832075/831024/823601/816270/821995/828798/834660/816149/838301/840543/837168/843565/824484/827506/827122/835598,34
GO:0015711,BP,GO:0015711,organic anion transport,33/2105,180/20875,0.183333333333333,1.81809184481393,3.69149558990018,0.000515097081730297,0.00370343522265943,0.00265958692987137,838122/842477/829671/827860/834078/828955/821086/818060/844074/830806/831193/817544/814811/825927/837998/822740/827187/816783/832845/818232/828400/824786/832812/824895/842170/844390/824578/821373/828383/831479/821597/830144/839134,33
GO:0141124,BP,GO:0141124,intracellular signaling cassette,27/2105,138/20875,0.195652173913043,1.94025611897139,3.71115848338153,0.000570516697349926,0.00405746532050309,0.00291383029161429,830991/834896/829691/834895/817875/817459/817458/817460/828763/827114/819940/826406/827330/819832/829103/825257/836819/827481/841591/819566/829976/826407/821676/837393/826409/828713/841327,27
GO:0010628,BP,GO:0010628,positive regulation of gene expression,19/2105,86/20875,0.22093023255814,2.19093520410982,3.70610152793311,0.00079011184076415,0.00550007182440062,0.00394982448944399,842932/842404/835511/3768816/820019/820117/843273/818641/837101/843771/819212/816309/836428/837955/837246/838759/827925/835632/837384,19
GO:0062012,BP,GO:0062012,regulation of small molecule metabolic process,26/2105,134/20875,0.194029850746269,1.92416775977594,3.59405832439595,0.000813645801373349,0.00564265342499974,0.00405221811552212,842880/819562/832750/843716/822299/824408/820141/839418/841899/836377/835005/818706/839846/838668/828685/839735/843161/835882/836163/815007/838824/830626/821676/822529/831876/838147,26
GO:0052482,BP,GO:0052482,defense response by cell wall thickening,7/2105,17/20875,0.411764705882353,4.08341483861953,4.25909022726653,0.0008191872485025,0.00564265342499974,0.00405221811552212,835828/824629/839028/842281/830154/825650/838438,7
GO:0009226,BP,GO:0009226,nucleotide-sugar biosynthetic process,12/2105,43/20875,0.27906976744186,2.76749709992819,3.88529686416085,0.000835668253337002,0.00573612006645956,0.00411934029886276,834475/843027/839942/821995/817426/823794/825458/818066/824280/844193/831402/831926,12
GO:0030003,BP,GO:0030003,intracellular monoatomic cation homeostasis,34/2105,193/20875,0.176165803108808,1.74701241800303,3.49145912727101,0.000893888982617375,0.0060932916808174,0.00437583971093699,830991/834896/831754/834895/817459/824349/817458/817460/819940/844166/829112/828899/824900/844299/839138/831720/838472/829142/823950/842865/820622/837280/842022/814729/832496/815004/824539/837296/819566/839277/820384/832428/828316/839780,34
GO:2000762,BP,GO:2000762,regulation of phenylpropanoid metabolic process,9/2105,27/20875,0.333333333333333,3.30562153602534,4.01452767646506,0.000918290919934879,0.00617627619775704,0.0044354342558298,832145/830416/828364/838136/826844/830018/822338/844383/819423,9
GO:0006470,BP,GO:0006470,protein dephosphorylation,25/2105,129/20875,0.193798449612403,1.92187298606124,3.51718741566496,0.00103286491345789,0.00685098949330652,0.00491997321881056,836040/825399/830937/829536/840379/837276/818609/817438/843609/830564/824693/817553/834684/817489/838835/831059/828714/829303/817935/819724/842708/818571/827539/838330/822171,25
GO:0009311,BP,GO:0009311,oligosaccharide metabolic process,19/2105,88/20875,0.215909090909091,2.14114122219823,3.59237425518012,0.00106076073519721,0.00698895869009533,0.00501905449077645,818902/842975/841567/836638/828081/828603/825476/832206/829638/830979/828355/843531/815080/826855/828504/838723/840454/819828/814817,19
GO:0071214,BP,GO:0071214,cellular response to abiotic stimulus,36/2105,210/20875,0.171428571428571,1.70003393281303,3.41434803511232,0.00107144253403812,0.00701243120284083,0.00503591105349617,838122/842945/832474/823679/828641/818374/821855/837075/828053/821027/838420/829946/828638/831156/832477/821667/830996/834842/821613/842710/832196/844174/842104/818262/839323/835681/838835/837405/819685/820956/838501/818571/836366/843071/821170/839141,36
GO:0104004,BP,GO:0104004,cellular response to environmental stimulus,36/2105,210/20875,0.171428571428571,1.70003393281303,3.41434803511232,0.00107144253403812,0.00701243120284083,0.00503591105349617,838122/842945/832474/823679/828641/818374/821855/837075/828053/821027/838420/829946/828638/831156/832477/821667/830996/834842/821613/842710/832196/844174/842104/818262/839323/835681/838835/837405/819685/820956/838501/818571/836366/843071/821170/839141,36
GO:0048527,BP,GO:0048527,lateral root development,28/2105,151/20875,0.185430463576159,1.83888880149754,3.46459785466827,0.00109696916608072,0.00715572601714905,0.00513881686724463,831147/829860/837327/816256/819248/843208/829861/841944/820386/830457/838716/842281/842052/828967/832196/833957/821808/839103/820398/819927/838456/821416/835882/838740/824484/840115/834610/824568,28
GO:0000422,BP,GO:0000422,autophagy of mitochondrion,10/2105,33/20875,0.303030303030303,3.00511048729576,3.86031137004598,0.00111675000374232,0.00726071784611345,0.00521421575483648,825794/819816/828287/829174/824876/825452/821453/834630/834415/831594,10
GO:0043162,BP,GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,7/2105,18/20875,0.388888888888889,3.85655845869623,4.06022594027409,0.00122446182665123,0.00785729576059583,0.00564264253392509,844033/831682/831551/824478/838077/818422/828241,7
GO:0010229,BP,GO:0010229,inflorescence development,9/2105,28/20875,0.321428571428571,3.18756362402443,3.87895444215533,0.0012333474680521,0.00786308903580142,0.00564680291964579,829112/816209/820398/835421/841591/821676/823754/817343/837443,9
GO:0032504,BP,GO:0032504,multicellular organism reproduction,38/2105,227/20875,0.167400881057269,1.66009187271757,3.3486909756561,0.00124793198161086,0.00790490676454466,0.00567683392548652,833998/818785/842932/828081/822371/824918/828800/817807/818608/831159/828669/839889/822110/831156/827663/843584/819988/828782/839323/839574/835005/817457/819903/820206/824627/819212/830056/837163/828953/821163/830497/815209/828404/839854/823396/828151/819620/820317,38
GO:0009813,BP,GO:0009813,flavonoid biosynthetic process,18/2105,83/20875,0.216867469879518,2.15064533669118,3.51745984273199,0.00134532505747444,0.00846738135215543,0.00608076972337532,818902/832524/829559/843842/829560/827208/816173/816041/842956/828669/816040/821710/817157/836480/836477/830320/844193/817382,18
GO:0015849,BP,GO:0015849,organic acid transport,27/2105,146/20875,0.184931506849315,1.83394071519214,3.38625128793894,0.00138855565468619,0.00871163898003759,0.00625618102547183,838122/842477/829671/827860/834078/821086/818060/844074/830806/817544/825927/822740/827187/816783/832845/818232/824786/824895/842170/844390/824578/821373/828383/831479/821597/830144/839134,27
GO:0060560,BP,GO:0060560,developmental growth involved in morphogenesis,62/2105,421/20875,0.147268408551069,1.46044086864777,3.19611604993845,0.00152353620547486,0.00935005085602949,0.00671465046780851,834489/828212/837429/824073/831154/843350/6241037/839416/819314/828800/836633/837853/820049/817807/842651/842831/828943/831247/820603/838716/831554/831091/835539/837444/833623/830676/828991/842337/819865/834412/816248/842275/839323/820600/825506/819832/818720/820398/825829/822003/819903/817206/824862/820201/827481/838723/821312/824280/819724/834766/827022/820142/838713/836163/824309/821074/821676/821435/831400/833544/824568/821610,62
GO:0051648,BP,GO:0051648,vesicle localization,9/2105,29/20875,0.310344827586207,3.07764763698911,3.74935255943862,0.00163007963417885,0.00994197176263882,0.00713973286079967,839480/837438/824384/828991/834412/820201/834798/839062/814675,9
GO:0051650,BP,GO:0051650,establishment of vesicle localization,9/2105,29/20875,0.310344827586207,3.07764763698911,3.74935255943862,0.00163007963417885,0.00994197176263882,0.00713973286079967,839480/837438/824384/828991/834412/820201/834798/839062/814675,9
GO:0009308,BP,GO:0009308,amine metabolic process,24/2105,126/20875,0.19047619047619,1.88892659201448,3.35157805974025,0.00164742618733968,0.0100104332934698,0.00718889786076592,816469/835799/829566/830457/829623/824629/837444/835392/814980/830154/831293/835571/829096/828815/839103/835005/826838/842580/816149/818588/830518/833841/836565/822529,24
GO:0006714,BP,GO:0006714,sesquiterpenoid metabolic process,14/2105,59/20875,0.23728813559322,2.35315431378075,3.48555103446681,0.00182153581541954,0.0108739918212722,0.00780905423873358,842880/827562/829417/826958/839889/827663/838224/817525/818706/817457/817257/838668/838824/829473,14
GO:0071985,BP,GO:0071985,multivesicular body sorting pathway,10/2105,35/20875,0.285714285714286,2.83338988802172,3.63527064814752,0.00183713829291871,0.010901091677861,0.00782851574407972,844033/831682/828782/820233/831551/838077/815211/836508/818422/828241,10
GO:1905039,BP,GO:1905039,carboxylic acid transmembrane transport,19/2105,92/20875,0.206521739130435,2.04804812558092,3.37378788041856,0.00184459088814856,0.0109124445935515,0.00783666873295925,842477/829671/827860/834078/821086/818060/844074/830806/825927/822740/816783/818232/824786/824895/844390/824578/828383/830144/839134,19
GO:2000377,BP,GO:2000377,regulation of reactive oxygen species metabolic process,15/2105,66/20875,0.227272727272727,2.25383286547182,3.41651054412499,0.00201631103916449,0.011786744056837,0.00846453861201649,818902/28717391/827834/6241037/828943/820214/824408/828444/817901/823964/826838/814729/825251/840115/828151,15
GO:0010119,BP,GO:0010119,regulation of stomatal movement,22/2105,114/20875,0.192982456140351,1.91378088927783,3.27617517991154,0.00212021416212338,0.0123001088698791,0.0088332066904181,841612/837480/839324/825139/829442/837210/842710/816235/824807/818549/820355/827297/817206/825809/818670/828714/820956/834509/821676/828151/839907/827630,22
GO:0010227,BP,GO:0010227,floral organ abscission,9/2105,30/20875,0.3,2.9750593824228,3.62523854290969,0.00212286142931923,0.0123001088698791,0.0088332066904181,818785/824802/843208/829956/817746/828967/829712/841591/821676,9
GO:0006972,BP,GO:0006972,hyperosmotic response,16/2105,73/20875,0.219178082191781,2.17355936615365,3.36364923874229,0.00216659962706697,0.0125167192531435,0.0089887633856398,818902/817047/834646/836103/844329/837075/836881/835008/2745818/824359/821495/834660/818694/831316/832733/828151,16
GO:0021700,BP,GO:0021700,developmental maturation,39/2105,242/20875,0.161157024793388,1.59817239551638,3.1343653280046,0.00221680825003724,0.0127693340718519,0.00917017632517712,833998/834489/828081/822371/843282/819314/836633/837853/842651/818608/831159/839889/831156/827663/831554/816281/819804/842281/824932/828991/819865/834412/839323/839574/819832/817457/817206/820206/818128/824627/842251/819724/827022/816780/824309/828404/839854/832428/821610,39
GO:0043328,BP,GO:0043328,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,6/2105,15/20875,0.4,3.9667458432304,3.84915653767631,0.00233852200366382,0.0133532995571528,0.00958954560770151,844033/831682/831551/838077/818422/828241,6
GO:0097352,BP,GO:0097352,autophagosome maturation,6/2105,15/20875,0.4,3.9667458432304,3.84915653767631,0.00233852200366382,0.0133532995571528,0.00958954560770151,824489/825794/819816/828287/831870/820142,6
GO:0006898,BP,GO:0006898,receptor-mediated endocytosis,11/2105,42/20875,0.261904761904762,2.59727406401991,3.46996369868246,0.00238499132476661,0.0135401524777816,0.00972373226296475,828212/833474/839416/814723/824352/814689/828700/842251/817230/820284/832340,11
GO:0035195,BP,GO:0035195,miRNA-mediated post-transcriptional gene silencing,5/2105,11/20875,0.454545454545455,4.50766573094364,3.89683940974257,0.00284628585923213,0.0158843715090292,0.0114072109581273,842988/843276/839574/837405/827925,5
GO:0048317,BP,GO:0048317,seed morphogenesis,5/2105,11/20875,0.454545454545455,4.50766573094364,3.89683940974257,0.00284628585923213,0.0158843715090292,0.0114072109581273,839422/838510/839574/820790/835554,5
GO:0009309,BP,GO:0009309,amine biosynthetic process,11/2105,43/20875,0.255813953488372,2.53687234160084,3.37833951166307,0.00291757113057054,0.0161449863124269,0.0115943690109012,830457/829623/824629/837444/835392/814980/835571/828815/839103/816149/833841,11
GO:0016143,BP,GO:0016143,S-glycoside metabolic process,23/2105,125/20875,0.184,1.82470308788599,3.09699375766967,0.00322523211006017,0.0175033257763596,0.0125698476320744,825182/842945/832525/839488/825184/6241037/819055/835828/831174/826456/834871/837768/838708/820331/839418/824807/842281/821201/820888/829894/836499/838438/837766,23
GO:0006892,BP,GO:0006892,post-Golgi vesicle-mediated transport,11/2105,44/20875,0.25,2.479216152019,3.28927112435902,0.00354178221789777,0.0190636911728377,0.0136904092633149,841165/842275/839001/820201/825257/827369/837568/838713/824451/830440/835297,11
GO:0006817,BP,GO:0006817,phosphate ion transport,10/2105,38/20875,0.263157894736842,2.60970121265158,3.32595391305217,0.00357677508422919,0.0191995828771976,0.0137879986037689,834353/824046/843976/830806/821270/817844/828638/824384/816783/843122,10
GO:0009250,BP,GO:0009250,glucan biosynthetic process,25/2105,141/20875,0.177304964539007,1.75830932767305,3.0255975559257,0.00367217133163338,0.0196580910959722,0.0141172719385448,837112/837968/841015/828500/837111/816031/831554/822697/836216/837059/825831/826884/817697/817872/819903/817814/843450/825650/821182/822338/835258/818258/832220/839292/831970,25
GO:0005996,BP,GO:0005996,monosaccharide metabolic process,24/2105,134/20875,0.17910447761194,1.77615485517779,3.01844095810958,0.00382022771287283,0.0203952536432506,0.0146466582401971,842342/834475/837112/827834/819288/843027/839942/820006/837111/842114/843864/834076/819567/817426/831419/823794/817697/825458/831150/838199/835258/819331/815007/814643,24
GO:0036503,BP,GO:0036503,ERAD pathway,14/2105,64/20875,0.21875,2.16931413301663,3.13741135896142,0.00406690848755057,0.0214219511242637,0.0153839713123219,837429/824489/837365/834207/842812/832950/836301/831870/820142/843462/837441/831392/828856/838261,14
GO:0009687,BP,GO:0009687,abscisic acid metabolic process,11/2105,45/20875,0.244444444444444,2.42412245975191,3.20262220888596,0.00426838185348471,0.0223042765288193,0.0160176049450885,842880/827562/839889/827663/838224/817525/818706/817457/817257/838668/838824,11
GO:0043288,BP,GO:0043288,apocarotenoid metabolic process,11/2105,45/20875,0.244444444444444,2.42412245975191,3.20262220888596,0.00426838185348471,0.0223042765288193,0.0160176049450885,842880/827562/839889/827663/838224/817525/818706/817457/817257/838668/838824,11
GO:0170041,BP,GO:0170041,non-proteinogenic amino acid metabolic process,9/2105,33/20875,0.272727272727273,2.70459943856618,3.2817566093057,0.00433870073348689,0.0224927380130768,0.0161529467750869,837082/829566/818489/821049/834660/836558/818588/814906/827506,9
GO:0005984,BP,GO:0005984,disaccharide metabolic process,16/2105,78/20875,0.205128205128205,2.03422863755405,3.06450453158499,0.00436997748605199,0.0225954216470405,0.0162266880543,818902/842975/841567/836638/828081/828603/832206/829638/830979/828355/843531/826855/828504/840454/819828/814817,16
GO:1901361,BP,GO:1901361,organic cyclic compound catabolic process,47/2105,317/20875,0.148264984227129,1.47032377469897,2.82574446976156,0.00463563760788637,0.0235974317507394,0.0169462721202211,826642/817022/832524/843308/826798/819561/820006/838288/843507/814770/829566/827371/828391/839890/821569/821250/835480/828733/821049/844267/842281/829765/819567/817816/828127/837660/830154/823622/828132/839574/817876/835764/836558/818563/834408/838668/832285/818588/816309/829641/827134/837168/818559/829211/842199/830626/814643,47
GO:0090351,BP,GO:0090351,seedling development,36/2105,229/20875,0.157205240174672,1.5589830824923,2.8483620921319,0.00482840382258678,0.0244181575146574,0.0175356685544748,842988/837430/841272/831700/843777/822371/839408/821855/831159/829841/815862/837531/827526/842314/820888/833957/828782/824751/825481/828945/839323/815120/843776/818986/828239/838456/832812/830916/836428/819129/828953/838824/819828/827925/830144/840311,36
GO:0046352,BP,GO:0046352,disaccharide catabolic process,6/2105,17/20875,0.352941176470588,3.50006986167389,3.45332161666123,0.00484644649148783,0.0244181575146574,0.0175356685544748,828603/829638/843531/828504/840454/819828,6
GO:0071369,BP,GO:0071369,cellular response to ethylene stimulus,18/2105,93/20875,0.193548387096774,1.9193931499502,2.97574574336914,0.00497797145114964,0.0250168463233796,0.0179656112522694,834101/830917/823679/820429/824408/842710/837125/824807/821902/825831/834768/827297/822041/818670/819614/834509/840115/817375,18
GO:0120254,BP,GO:0120254,olefinic compound metabolic process,17/2105,86/20875,0.197674418604651,1.96031044578247,2.98841448142829,0.00500469247942861,0.0250871353294513,0.0180160886362717,842880/827562/837082/819562/828726/839889/821710/827663/838224/817525/818706/817457/817257/838668/835882/838824/821676,17
GO:0022406,BP,GO:0022406,membrane docking,11/2105,46/20875,0.239130434782609,2.37142414540948,3.11826665485415,0.00510866809552035,0.0254786737928483,0.0182972682754946,816915/840119/825318/826820/824405/820355/838456/820201/835498/837791/837404,11
GO:0140056,BP,GO:0140056,organelle localization by membrane tethering,11/2105,46/20875,0.239130434782609,2.37142414540948,3.11826665485415,0.00510866809552035,0.0254786737928483,0.0182972682754946,816915/840119/825318/826820/824405/820355/838456/820201/835498/837791/837404,11
GO:0009688,BP,GO:0009688,abscisic acid biosynthetic process,8/2105,28/20875,0.285714285714286,2.83338988802172,3.25093897715364,0.00517739871614194,0.0256268227909538,0.018403660075363,842880/827562/839889/838224/818706/817257/838668/838824,8
GO:0043289,BP,GO:0043289,apocarotenoid biosynthetic process,8/2105,28/20875,0.285714285714286,2.83338988802172,3.25093897715364,0.00517739871614194,0.0256268227909538,0.018403660075363,842880/827562/839889/838224/818706/817257/838668/838824,8
GO:1902645,BP,GO:1902645,tertiary alcohol biosynthetic process,8/2105,28/20875,0.285714285714286,2.83338988802172,3.25093897715364,0.00517739871614194,0.0256268227909538,0.018403660075363,842880/827562/839889/838224/818706/817257/838668/838824,8
GO:0016106,BP,GO:0016106,sesquiterpenoid biosynthetic process,10/2105,40/20875,0.25,2.479216152019,3.13589589768707,0.00532588369616005,0.0262957164948253,0.0188840197536977,842880/827562/829417/826958/839889/838224/818706/817257/838668/838824,10
GO:0048646,BP,GO:0048646,anatomical structure formation involved in morphogenesis,37/2105,240/20875,0.154166666666667,1.52884996041172,2.75951407644636,0.00596130587082821,0.0287053418890371,0.0206144694089585,829860/829417/842203/816256/831401/838069/832364/836572/829861/824582/841944/824408/830457/818520/817544/830979/832146/825831/821995/823964/832196/821808/839103/820398/821416/836753/817157/825122/835882/838740/824895/824484/836560/823396/817343/839141/817375,37
GO:1901264,BP,GO:1901264,carbohydrate derivative transport,14/2105,67/20875,0.208955223880597,2.07218066437409,2.94365532008796,0.00625150045049498,0.0297474779890703,0.0213628695791133,842477/828955/831193/817544/814811/826685/839920/837998/828400/832120/825857/832812/818031/830144,14
GO:0005976,BP,GO:0005976,polysaccharide metabolic process,64/2105,465/20875,0.137634408602151,1.36490179552014,2.66488043149153,0.00638380279442226,0.03023098919474,0.0217100985721243,816699/819130/834475/837112/818785/827635/837968/828081/817357/841015/815950/828500/824918/842108/843208/842651/839942/817184/841820/837111/827905/828067/816031/831554/822697/836216/837059/832209/821975/819988/822462/825831/826884/828967/817426/833302/823794/817697/840272/817872/835418/824018/843776/828064/819903/817814/843450/818128/825650/821182/822338/821312/837189/822439/835258/839686/818258/828953/832220/843203/839292/831402/831400/831970,64
GO:0060918,BP,GO:0060918,auxin transport,23/2105,132/20875,0.174242424242424,1.72793853019506,2.80958802192459,0.00643550606027542,0.0304027504526201,0.0218334472927178,829417/843986/816256/822148/819314/836165/842281/824516/843602/842275/837881/820398/838324/843201/822320/838456/824330/838221/817157/829103/829829/843985/844193,23
GO:0048235,BP,GO:0048235,pollen sperm cell differentiation,9/2105,35/20875,0.257142857142857,2.55005089921955,3.07346221001996,0.0066090083834656,0.0308745701043075,0.0221722801069673,842932/828800/817807/819988/819212/837163/830497/819620/820317,9
GO:0009313,BP,GO:0009313,oligosaccharide catabolic process,6/2105,18/20875,0.333333333333333,3.30562153602534,3.27714083376306,0.00665743882390613,0.0308745701043075,0.0221722801069673,828603/829638/843531/828504/840454/819828,6
GO:0071216,BP,GO:0071216,cellular response to biotic stimulus,6/2105,18/20875,0.333333333333333,3.30562153602534,3.27714083376306,0.00665743882390613,0.0308745701043075,0.0221722801069673,832750/843716/834758/842432/827493/821717,6
GO:0009684,BP,GO:0009684,indoleacetic acid biosynthetic process,5/2105,13/20875,0.384615384615385,3.81417869541385,3.39892929069972,0.00667642988042386,0.0308745701043075,0.0221722801069673,823555/830154/835571/828484/823556,5
GO:0019439,BP,GO:0019439,aromatic compound catabolic process,45/2105,307/20875,0.146579804560261,1.45361207610235,2.68135623849061,0.00677163269599666,0.0312414904241532,0.0224357804595575,826642/817022/832524/843308/826798/819561/820006/838288/843507/814770/829566/827371/828391/839890/821569/821250/835480/828733/844267/842281/829765/819567/817816/828127/837660/830154/823622/828132/839574/817876/835764/818563/834408/838668/832285/818588/816309/829641/827134/837168/818559/829211/842199/830626/814643,45
GO:0071695,BP,GO:0071695,anatomical structure maturation,23/2105,133/20875,0.172932330827068,1.71494651117104,2.76994285869498,0.00705786934006595,0.0324859873830138,0.0233295041639169,834489/843282/819314/836633/837853/842651/831554/816281/819804/842281/824932/828991/819865/834412/839323/817206/818128/842251/819724/827022/816780/824309/821610,23
GO:0009074,BP,GO:0009074,aromatic amino acid family catabolic process,7/2105,24/20875,0.291666666666667,2.89241884402217,3.1063915344673,0.00776390925625492,0.0351606924938441,0.025250318307094,817022/814770/829566/835480/830154/818588/837168,7
GO:0009593,BP,GO:0009593,detection of chemical stimulus,8/2105,30/20875,0.266666666666667,2.64449722882027,3.01848885693463,0.0081309027071752,0.0364296037381494,0.0261615748993175,817828/828763/827114/842432/819700/829558/821717/836163,8
GO:0009683,BP,GO:0009683,indoleacetic acid metabolic process,5/2105,14/20875,0.357142857142857,3.54173736002715,3.18583942319614,0.00953382387145288,0.0418299176542588,0.0300397591917306,823555/830154/835571/828484/823556,5
GO:0033198,BP,GO:0033198,response to ATP,5/2105,14/20875,0.357142857142857,3.54173736002715,3.18583942319614,0.00953382387145288,0.0418299176542588,0.0300397591917306,817022/819248/843997/821036/842733,5
GO:0090158,BP,GO:0090158,endoplasmic reticulum membrane organization,5/2105,14/20875,0.357142857142857,3.54173736002715,3.18583942319614,0.00953382387145288,0.0418299176542588,0.0300397591917306,816915/821706/820600/835498/837404,5
GO:1902074,BP,GO:1902074,response to salt,10/2105,44/20875,0.227272727272727,2.25383286547182,2.78809573133691,0.0107665063271636,0.0468212306059875,0.033624223315227,842880/838107/832491/836596/823713/834210/833957/828945/817103/823754,10
GO:0071669,BP,GO:0071669,plant-type cell wall organization or biogenesis,46/2105,324/20875,0.141975308641975,1.40794991349227,2.47833279721432,0.0109965944590576,0.047611628756799,0.0341918402613614,834742/818785/817357/838728/828500/6241037/824918/842108/818917/831831/828364/839942/842404/826970/826844/842574/827905/3768816/844028/829044/837543/831554/822697/836216/820941/817874/819988/825831/831419/840272/820600/817872/818720/831317/817814/818128/830056/825146/821312/824895/839686/828953/843203/831513/831402/831400,46
GO:0009873,BP,GO:0009873,ethylene-activated signaling pathway,16/2105,86/20875,0.186046511627907,1.84499806661879,2.62957095817588,0.0114213793610822,0.0491047782324254,0.0352641314156451,834101/820429/824408/842710/837125/824807/821902/825831/834768/827297/822041/818670/819614/834509/840115/817375,16
GO:0009073,BP,GO:0009073,aromatic amino acid family biosynthetic process,11/2105,51/20875,0.215686274509804,2.13893158213404,2.72707699497832,0.0114411640653215,0.0491047782324254,0.0352641314156451,828364/826844/830457/824629/823601/814980/835571/828815/839103/833436/833841,11
GO:0097237,BP,GO:0097237,cellular response to toxic substance,11/2105,51/20875,0.215686274509804,2.13893158213404,2.72707699497832,0.0114411640653215,0.0491047782324254,0.0352641314156451,836533/835511/843864/824120/842281/830443/824516/816248/838652/824119/837405,11
GO:0015766,BP,GO:0015766,disaccharide transport,6/2105,20/20875,0.3,2.9750593824228,2.95928512951903,0.0116651849458647,0.0495267550503308,0.0355671700708761,842975/821531/831156/816412/836626/814817,6
GO:0015770,BP,GO:0015770,sucrose transport,6/2105,20/20875,0.3,2.9750593824228,2.95928512951903,0.0116651849458647,0.0495267550503308,0.0355671700708761,842975/821531/831156/816412/836626/814817,6
GO:0005788,CC,GO:0005788,endoplasmic reticulum lumen,12/2430,19/26704,0.631578947368421,6.94061078622482,8.19571385822991,8.60805446500954e-09,2.41886330466768e-06,2.02062752178645e-06,816469/817628/822298/837429/817626/820049/839355/834207/832950/825434/831917/817854,12
GO:0099503,CC,GO:0099503,secretory vesicle,40/2430,174/26704,0.229885057471264,2.52627595667187,6.39074594137386,3.29558653896491e-08,4.6302990872457e-06,3.86797788520619e-06,843660/826770/818959/839952/836533/815949/826860/837429/824073/824893/819632/818952/843842/820429/826820/6240315/827725/829566/824661/844087/844220/817142/824891/834207/827367/816258/838779/830736/832950/828416/824798/828520/839185/837791/826792/838517/821163/837441/836158/834321,40
GO:0000145,CC,GO:0000145,exocyst,14/2430,36/26704,0.388888888888889,4.27361682670325,6.21865355083274,1.41697169573495e-06,0.000132723015500507,0.000110871820403121,824681/831154/820109/831247/836222/841165/837210/838456/820201/822601/838713/835106/820625/817414,14
GO:0098827,CC,GO:0098827,endoplasmic reticulum subcompartment,52/2430,298/26704,0.174496644295302,1.91759604496368,5.03988754839521,3.78349986468361e-06,0.000182335896292946,0.000152316556933235,816915/816256/843838/824489/843560/820765/837365/828149/814811/821250/829918/831443/823639/824384/840181/840897/816258/818764/820249/823573/837998/836301/838074/820235/831870/828400/818481/818371/835695/818694/835498/827085/827153/814841/844390/828859/840318/820142/837296/843985/843300/837441/839854/839499/832428/829235/838261/838792/837404/814675/822330/826724,52
GO:0005774,CC,GO:0005774,vacuolar membrane,41/2430,215/26704,0.190697674418605,2.09563403196478,5.10345691615031,4.23154910098178e-06,0.000182335896292946,0.000152316556933235,831754/821706/824349/837853/819392/834679/820496/824900/825794/843320/821613/10723114/839920/819816/825050/833782/817123/837413/828287/835944/820622/828239/818255/842022/834549/833502/842170/844390/818031/814735/829993/841838/821373/833896/839277/831860/841841/839499/830799/817230/839134,41
GO:0005789,CC,GO:0005789,endoplasmic reticulum membrane,51/2430,292/26704,0.174657534246575,1.91936411297142,4.99793748412681,4.54217535249332e-06,0.000182335896292946,0.000152316556933235,816915/816256/843838/824489/843560/820765/837365/828149/814811/821250/829918/831443/823639/824384/840181/840897/816258/818764/820249/823573/837998/836301/838074/820235/831870/828400/818481/818371/835695/818694/835498/827085/827153/814841/844390/828859/840318/820142/837296/843985/843300/837441/839854/839499/832428/838261/838792/837404/814675/822330/826724,51
GO:0042175,CC,GO:0042175,nuclear outer membrane-endoplasmic reticulum membrane network,51/2430,297/26704,0.171717171717172,1.88705158581702,4.86384872902932,7.44327925174484e-06,0.000261445183717538,0.000218401483307776,816915/816256/843838/824489/843560/820765/837365/828149/814811/821250/829918/831443/823639/824384/840181/840897/816258/818764/820249/823573/837998/836301/838074/820235/831870/828400/818481/818371/835695/818694/835498/827085/827153/814841/844390/828859/840318/820142/837296/843985/843300/837441/839854/839499/832428/838261/838792/837404/814675/822330/826724,51
