,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0009991,BP,GO:0009991,response to extracellular stimulus,108/5177,320/20875,0.3375,1.36088709677419,3.73600426007991,0.000185544935930929,0.000938243100058893,0.000479639970433694,835934/844066/829266/835379/825110/838879/820113/832018/834213/825235/817207/842741/835111/818936/820798/834298/828328/839621/842193/819941/825344/831093/837423/829597/824340/829737/843708/819793/816680/817247/816585/821577/814776/836550/825473/830292/828582/843550/829498/816478/840218/820464/833656/844137/836426/835788/821924/837221/829115/844415/838983/822396/819329/821181/832538/819743/837965/814714/821826/844279/838580/843377/821313/844387/824134/828045/820656/836710/836263/832243/838057/830471/831087/817513/835028/833535/828213/836210/822453/822159/827118/840100/829571/843129/823993/819400/820921/816092/830662/6240993/815058/831326/837455/828569/830293/815055/839815/836628/841156/841144/824557/841143/821134/822391/824865/818723/824864/837195,108
GO:0051338,BP,GO:0051338,regulation of transferase activity,23/5177,46/20875,0.5,2.01612903225806,3.96198954786756,0.000195889440141948,0.000980668410946048,0.000501328245954482,816782/830574/824169/829564/838127/829904/843964/841124/829714/834324/828000/836861/824955/841126/838202/830502/843357/838650/841014/820325/836667/817217/844377,23
GO:1903426,BP,GO:1903426,regulation of reactive oxygen species biosynthetic process,12/5177,18/20875,0.666666666666667,2.68817204301075,4.11478166044989,0.000211514677609705,0.0010505071961462,0.00053703058457698,827932/821212/828169/835320/835972/819419/816598/841883/816623/815058/815055/822391,12
GO:0019827,BP,GO:0019827,stem cell population maintenance,37/5177,87/20875,0.425287356321839,1.71486837226548,3.83706463606273,0.000214544271878437,0.00105992980497811,0.000541847523621096,838039/829025/839413/829322/821797/816533/834451/816787/817056/817265/829931/842079/828556/28717514/844282/830915/842534/819174/834403/822475/843428/822075/826934/831170/827774/814898/838487/839200/828569/828760/843393/843263/834952/28716239/843334/836498/831098,37
GO:0098727,BP,GO:0098727,maintenance of cell number,37/5177,87/20875,0.425287356321839,1.71486837226548,3.83706463606273,0.000214544271878437,0.00105992980497811,0.000541847523621096,838039/829025/839413/829322/821797/816533/834451/816787/817056/817265/829931/842079/828556/28717514/844282/830915/842534/819174/834403/822475/843428/822075/826934/831170/827774/814898/838487/839200/828569/828760/843393/843263/834952/28716239/843334/836498/831098,37
GO:0009553,BP,GO:0009553,embryo sac development,61/5177,163/20875,0.374233128834356,1.50900455175143,3.74648682069277,0.000224636756629611,0.00110582774234886,0.000565311043173856,819360/844066/831094/827323/831565/839506/832260/837431/818942/821131/820146/837737/819814/839301/822505/816354/835328/824070/829217/814812/28719309/819999/835676/836437/836244/830483/840071/828230/838418/843628/825124/835570/844395/825338/821705/830609/824955/816569/839061/829038/833930/829290/829267/839993/837997/827417/821977/835898/830445/832408/818051/838332/842341/829289/816581/817673/819817/829900/834713/831270/827040,61
GO:0031365,BP,GO:0031365,N-terminal protein amino acid modification,27/5177,58/20875,0.46551724137931,1.87708565072303,3.84119797544515,0.000258525037631854,0.00125512788993079,0.000641634885435472,838957/837775/821868/831543/821458/817170/829025/816763/824649/828465/837606/839562/821079/815157/835958/830150/836422/816533/840099/839016/828918/843534/837221/829477/832494/832243/827743,27
GO:0006406,BP,GO:0006406,mRNA export from nucleus,19/5177,36/20875,0.527777777777778,2.12813620071685,3.89039867137312,0.000285816382008474,0.00135601842331731,0.00069321121192006,833750/819803/828491/830452/824604/844268/842943/839081/837579/816475/820234/824477/831253/816462/821174/830846/831923/831542/816705,19
GO:0010103,BP,GO:0010103,stomatal complex morphogenesis,19/5177,36/20875,0.527777777777778,2.12813620071685,3.89039867137312,0.000285816382008474,0.00135601842331731,0.00069321121192006,814812/839662/822000/839287/825338/830609/817173/837997/830445/844348/3769880/824585/843899/829937/836685/830895/835641/816621/826909,19
GO:0009692,BP,GO:0009692,ethylene metabolic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:0009693,BP,GO:0009693,ethylene biosynthetic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:0043449,BP,GO:0043449,cellular alkene metabolic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:0043450,BP,GO:0043450,alkene biosynthetic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:1900673,BP,GO:1900673,olefin metabolic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:1900674,BP,GO:1900674,olefin biosynthetic process,17/5177,31/20875,0.548387096774194,2.21123829344433,3.87560642310684,0.000327277501537981,0.00151416769383755,0.000774058821064934,844376/839345/843034/820730/824340/824853/839501/841263/828205/816478/835968/840023/844069/842536/816812/836709/837753,17
GO:0006595,BP,GO:0006595,polyamine metabolic process,15/5177,26/20875,0.576923076923077,2.32630272952854,3.88603298314186,0.000351720026026503,0.0015953282021956,0.000815548946413892,826468/825074/818849/830713/842894/817290/822144/843367/838993/840058/829093/832073/826458/832011/840056,15
GO:0051236,BP,GO:0051236,establishment of RNA localization,26/5177,56/20875,0.464285714285714,1.8721198156682,3.75283953322511,0.000351973755820732,0.0015953282021956,0.000815548946413892,833750/842256/819803/828491/830452/824604/844268/842943/819666/839081/837579/819108/818668/816475/820234/844406/824477/831253/816462/821174/830846/831923/824118/831542/821966/816705,26
GO:1901292,BP,GO:1901292,nucleoside phosphate catabolic process,31/5177,71/20875,0.436619718309859,1.76056338028169,3.68647185532831,0.000389553116047008,0.00172376930483837,0.000881209420410647,816781/819563/824459/837507/827656/836279/844293/814826/829034/834025/824710/837904/842072/840138/821870/841468/824599/816505/841140/835369/828758/834634/829420/828564/843207/816652/830052/816672/823847/820461/828759,31
GO:0009071,BP,GO:0009071,serine family amino acid catabolic process,8/5177,10/20875,0.8,3.2258064516129,4.04294619908657,0.000390360313427524,0.00172376930483837,0.000881209420410647,825386/816619/820166/829438/829949/818104/837733/840141,8
GO:0015976,BP,GO:0015976,carbon utilization,8/5177,10/20875,0.8,3.2258064516129,4.04294619908657,0.000390360313427524,0.00172376930483837,0.000881209420410647,829498/837221/838983/843377/824134/836710/831326/821134,8
GO:0060586,BP,GO:0060586,multicellular organismal-level iron ion homeostasis,16/5177,29/20875,0.551724137931034,2.22469410456062,3.78996342780549,0.000446942015079608,0.00194664197974126,0.000995144330450689,830529/837214/838600/817568/827941/829919/829483/839411/841529/831259/824775/830293/835246/824865/818723/824864,16
GO:1901617,BP,GO:1901617,organic hydroxy compound biosynthetic process,79/5177,227/20875,0.348017621145374,1.40329685945715,3.50847618221557,0.000451993979523274,0.00196480813710897,0.00100443106560728,832482/820850/816264/841427/835862/841465/837555/836298/835504/831568/838593/830354/838297/819003/828690/830586/833763/829800/5007825/837712/821339/838901/5007686/817488/842213/832432/830328/832268/841665/818402/826819/837254/820679/817805/838621/844185/836175/831216/843982/834284/818012/842775/839933/835969/818379/818383/828469/822475/840007/830751/833918/843028/843941/835105/830139/825516/824229/820582/814873/835849/835185/834757/821519/817513/828374/836367/838550/821206/830453/835440/824460/829617/831586/838468/828387/819146/835567/827479/830881,79
GO:0006766,BP,GO:0006766,vitamin metabolic process,39/5177,96/20875,0.40625,1.63810483870968,3.59861256922848,0.000454717568465508,0.00197280190209744,0.00100851756430093,820850/825326/833853/833763/836551/835603/838901/835061/830328/818402/836096/838945/835863/843830/835750/843222/836175/827843/835969/836418/830339/829509/833918/842350/825516/839932/831532/834757/819010/817513/821206/838544/835440/818937/838468/835567/842354/827479/819219,39
GO:0098661,BP,GO:0098661,inorganic anion transmembrane transport,24/5177,51/20875,0.470588235294118,1.89753320683112,3.68530380625101,0.000458547338437244,0.00198555449459234,0.00101503682683196,835178/816233/818769/842604/831308/830623/822265/829696/819329/838469/843323/838860/828398/823710/844345/838861/820864/825203/843544/830882/844134/819783/841649/836393,24
GO:0019747,BP,GO:0019747,regulation of isoprenoid metabolic process,20/5177,40/20875,0.5,2.01612903225806,3.69404228913801,0.000505461397542659,0.00216521016775901,0.00110687874046873,829266/841427/836300/830354/829556/841665/842775/821181/827017/822475/830751/824885/823899/829435/836690/814873/834757/836367/836666/827479,20
GO:0007030,BP,GO:0007030,Golgi organization,21/5177,43/20875,0.488372093023256,1.96924231057764,3.65359890361103,0.000552623296026064,0.00230777144220622,0.00117975759825789,819740/835217/825330/827210/828155/819959/819896/827505/816514/822375/832756/843677/828587/828304/838398/837454/826716/842138/837737/819225/843513,21
GO:0009308,BP,GO:0009308,amine metabolic process,48/5177,126/20875,0.380952380952381,1.53609831029186,3.46617819029039,0.000629075944086436,0.00259159527081954,0.00132485139405124,842344/844376/842951/825110/819911/827786/826468/831666/825074/822530/818849/830713/824825/842894/839880/831068/817290/839817/817519/822144/832126/842096/842534/843367/838993/830442/840058/816765/831890/830471/829093/832073/843886/843031/837292/828213/843236/836210/826458/821324/825486/832011/818195/843175/831612/840056/843219/830711,48
GO:0003008,BP,GO:0003008,system process,13/5177,22/20875,0.590909090909091,2.38269794721408,3.72626851158007,0.000640281478709102,0.00259605035912963,0.0013271288831425,836389/820060/829115/823951/838469/842096/831874/814726/835819/830781/838057/838877/835454,13
GO:0003013,BP,GO:0003013,circulatory system process,13/5177,22/20875,0.590909090909091,2.38269794721408,3.72626851158007,0.000640281478709102,0.00259605035912963,0.0013271288831425,836389/820060/829115/823951/838469/842096/831874/814726/835819/830781/838057/838877/835454,13
GO:0003018,BP,GO:0003018,vascular process in circulatory system,13/5177,22/20875,0.590909090909091,2.38269794721408,3.72626851158007,0.000640281478709102,0.00259605035912963,0.0013271288831425,836389/820060/829115/823951/838469/842096/831874/814726/835819/830781/838057/838877/835454,13
GO:0010232,BP,GO:0010232,vascular transport,13/5177,22/20875,0.590909090909091,2.38269794721408,3.72626851158007,0.000640281478709102,0.00259605035912963,0.0013271288831425,836389/820060/829115/823951/838469/842096/831874/814726/835819/830781/838057/838877/835454,13
GO:0010233,BP,GO:0010233,phloem transport,13/5177,22/20875,0.590909090909091,2.38269794721408,3.72626851158007,0.000640281478709102,0.00259605035912963,0.0013271288831425,836389/820060/829115/823951/838469/842096/831874/814726/835819/830781/838057/838877/835454,13
GO:0080134,BP,GO:0080134,regulation of response to stress,140/5177,443/20875,0.316027088036117,1.27430277433918,3.35116940936407,0.000643656921005047,0.00260499987992968,0.0013317039744932,842344/830995/835112/823706/834789/834042/819210/826728/844066/842736/824721/826093/831155/818077/818982/841427/828626/819911/819740/816762/820713/839722/835150/820442/834307/817049/837956/829108/841792/818862/826918/843615/840339/822098/827505/838073/827642/835219/831889/829785/828657/827407/830303/824897/835919/844273/840859/844335/817830/836629/818581/825097/829754/819814/830961/828558/828770/5007825/835386/839160/827933/833534/824825/827125/823916/826470/838606/827510/814812/827071/842072/820989/823970/818340/824027/837464/837107/819878/828230/843123/833656/824940/830997/817403/817369/829240/820573/842775/827123/829880/819713/838448/824072/832538/841140/837332/828556/824311/824955/829854/837403/835266/838161/829035/5007942/844410/821055/822475/834676/830751/814644/837997/840148/835320/828016/820082/844348/820159/816765/835972/817956/819419/821966/841532/844047/828934/829392/816346/841622/837576/837359/819390/836740/829806/816623/823681/830662/824379/816705/819126,140
GO:0016226,BP,GO:0016226,iron-sulfur cluster assembly,19/5177,38/20875,0.5,2.01612903225806,3.60033425125239,0.000694606282477631,0.00278091922787274,0.00142163583846409,830529/830818/836701/835169/841563/825814/837370/835057/828013/820236/827696/828994/842030/831622/840144/842391/836243/828697/822033,19
GO:0031163,BP,GO:0031163,metallo-sulfur cluster assembly,19/5177,38/20875,0.5,2.01612903225806,3.60033425125239,0.000694606282477631,0.00278091922787274,0.00142163583846409,830529/830818/836701/835169/841563/825814/837370/835057/828013/820236/827696/828994/842030/831622/840144/842391/836243/828697/822033,19
GO:0042631,BP,GO:0042631,cellular response to water deprivation,20/5177,41/20875,0.48780487804878,1.9669551534225,3.55903034140885,0.000758457745670954,0.00298299959937606,0.00152494149923261,832018/835111/818936/819793/840218/829115/819743/844279/830471/831087/822453/840100/829571/843129/816092/815058/837455/815055/839815/822391,20
GO:0030029,BP,GO:0030029,actin filament-based process,48/5177,127/20875,0.377952755905512,1.5240030480061,3.40147523756388,0.000771056072711811,0.00302720958124531,0.00154754211776666,818077/832171/3770404/839267/836883/824908/817721/843934/820416/837876/818773/829139/829456/821339/823150/831959/823743/816495/840860/835633/836408/827328/816548/819230/823744/816795/816290/819077/829600/829016/839791/823959/837558/822136/843509/825902/822157/838598/834889/819717/843917/829750/819943/820385/834901/835761/828037/818577,48
GO:0006914,BP,GO:0006914,autophagy,36/5177,89/20875,0.404494382022472,1.63102573396158,3.42591333267809,0.000812392135420646,0.0031727398633766,0.00162193876423737,842344/818678/817683/824223/841427/821408/817795/834376/839551/827210/828155/841861/831114/824811/825235/820798/824560/828328/838891/819941/825344/837027/828304/836271/835088/824121/822473/832507/825165/829815/820573/828598/819077/839424/838880/835246,36
GO:0061919,BP,GO:0061919,process utilizing autophagic mechanism,36/5177,89/20875,0.404494382022472,1.63102573396158,3.42591333267809,0.000812392135420646,0.0031727398633766,0.00162193876423737,842344/818678/817683/824223/841427/821408/817795/834376/839551/827210/828155/841861/831114/824811/825235/820798/824560/828328/838891/819941/825344/837027/828304/836271/835088/824121/822473/832507/825165/829815/820573/828598/819077/839424/838880/835246,36
GO:0071333,BP,GO:0071333,cellular response to glucose stimulus,12/5177,20/20875,0.6,2.41935483870968,3.64687302959168,0.000860518210485199,0.00333731410327303,0.001706070886875,837960/841427/827086/841095/843934/837431/829034/828747/825892/832549/821899/835788,12
GO:0035265,BP,GO:0035265,organ growth,15/5177,28/20875,0.535714285714286,2.16013824884793,3.52766013699236,0.00101488071848835,0.00384241766083025,0.00196428526159035,831213/844178/835098/814997/840123/831757/838833/830915/820383/829035/825528/825160/3768804/823871/828440,15
GO:0010383,BP,GO:0010383,cell wall polysaccharide metabolic process,59/5177,165/20875,0.357575757575758,1.44183773216031,3.2721596388622,0.00106517902079385,0.00401920341179407,0.00205466004010997,816556/824749/820274/834677/838512/844049/829842/838450/839718/829149/824909/842752/836523/816399/822241/836047/822105/844160/819834/843359/827298/830368/836408/825285/817818/836213/827940/818259/838037/841588/831430/830549/821672/843185/830665/830833/816596/839723/834996/818285/836343/838203/835641/829936/821955/829900/828024/844288/837698/815247/818349/836702/816845/837940/5007694/842839/837596/823634/827051,59
GO:0032970,BP,GO:0032970,regulation of actin filament-based process,20/5177,42/20875,0.476190476190476,1.92012288786482,3.42779098114651,0.00111324313523064,0.00414293865838606,0.00211791482984758,843934/821339/831959/816495/836408/827328/816795/816290/819077/829016/839791/823959/822136/843509/825902/838598/819717/843917/829750/835761,20
GO:0046434,BP,GO:0046434,organophosphate catabolic process,38/5177,97/20875,0.391752577319588,1.57964748919189,3.28600117852555,0.00121024188002101,0.00444619339777076,0.00227294191634918,816781/819563/837234/824459/837507/827656/836279/844293/814826/820816/829034/834025/824710/837904/842072/840138/821870/818752/841468/824599/816505/841140/835369/828758/834634/829420/834060/828564/843207/818664/816652/830052/816672/823847/824021/820461/817228/828759,38
GO:0019748,BP,GO:0019748,secondary metabolic process,118/5177,371/20875,0.318059299191375,1.28249717415877,3.15283705273421,0.00126700671675059,0.00461670748097029,0.00236011055080993,823706/818982/841427/830078/821463/842261/828554/829176/835504/824502/834430/836300/831568/819056/830354/838297/829572/824238/821938/834125/816828/839903/834124/829556/818775/828409/816585/841972/830399/834951/829551/841665/829931/826903/837575/817637/833656/820887/820128/831373/826975/842775/830096/829880/839077/837277/817636/832669/832667/828469/822475/832311/830751/829953/814784/828100/829954/816830/838240/821003/829435/836690/830153/817847/820082/836263/816765/838363/831522/814873/821519/834444/843165/838440/841433/835028/836367/842553/837576/830088/836210/836666/838290/839602/816831/826811/816832/841670/815963/838421/816829/832366/831586/842928/836280/837095/828387/830662/843749/841842/820639/842897/844167/844013/831270/827011/830302/818746/838210/841144/832365/825068/830663/841143/838211/821508/818912/844173,118
GO:0009110,BP,GO:0009110,vitamin biosynthetic process,35/5177,88/20875,0.397727272727273,1.60373900293255,3.2592255851881,0.00135770361110241,0.00492305537033882,0.00251671888887276,820850/825326/833763/836551/835603/838901/830328/818402/836096/838945/835863/843830/835750/843222/836175/827843/835969/836418/830339/829509/833918/842350/825516/839932/834757/819010/817513/821206/835440/818937/838468/835567/842354/827479/819219,35
GO:0052325,BP,GO:0052325,cell wall pectin biosynthetic process,12/5177,21/20875,0.571428571428571,2.30414746543779,3.43369269173994,0.00155621507941521,0.0055260503616177,0.00282497641804672,822241/822105/844160/825285/817818/841588/821672/839723/838203/829900/844288/816845,12
GO:0006096,BP,GO:0006096,glycolytic process,23/5177,52/20875,0.442307692307692,1.78349875930521,3.2485390749144,0.00171336147650751,0.00592371487226629,0.0030282667956877,816781/824459/837507/836279/844293/829034/824710/837904/842072/840138/821870/841468/824599/816505/835369/828758/829420/828564/816652/830052/816672/820461/828759,23
GO:0042762,BP,GO:0042762,regulation of sulfur metabolic process,16/5177,32/20875,0.5,2.01612903225806,3.3034177235093,0.00181570017041611,0.00624847435189494,0.00319428733684316,834160/844376/843034/824340/843708/829556/818775/828205/835968/834085/837277/830153/836263/815963/830662/830663,16
GO:0010192,BP,GO:0010192,mucilage biosynthetic process,17/5177,35/20875,0.485714285714286,1.95852534562212,3.25918134367257,0.00197325694964414,0.00675939016544767,0.00345547299937684,835504/831809/829842/817830/839718/819820/840099/832337/842602/836500/839475/830847/818130/819380/823808/838703/816821,17
GO:0098813,BP,GO:0098813,nuclear chromosome segregation,41/5177,109/20875,0.376146788990826,1.5167209233501,3.10607995859835,0.00199028188240505,0.00678643516477564,0.00346929869410055,832060/841784/837647/819410/817851/839560/842394/841256/830381/842804/833741/844213/834917/817411/823970/826806/838135/844215/831404/841414/821972/824873/825338/822195/829267/821860/844108/826539/827876/835898/830445/824186/828385/841471/835166/837893/821496/817921/837614/837359/843058,41
GO:0000002,BP,GO:0000002,mitochondrial genome maintenance,9/5177,14/20875,0.642857142857143,2.59216589861751,3.42219327755529,0.0020198650916216,0.00684543944424949,0.00349946231679122,822021/814672/841506/820177/838449/821389/826707/840063/834508,9
GO:0006596,BP,GO:0006596,polyamine biosynthetic process,9/5177,14/20875,0.642857142857143,2.59216589861751,3.42219327755529,0.0020198650916216,0.00684543944424949,0.00349946231679122,826468/830713/817290/822144/843367/838993/832073/826458/832011,9
GO:2000904,BP,GO:2000904,regulation of starch metabolic process,11/5177,19/20875,0.578947368421053,2.33446519524618,3.34186038644997,0.0021243473221172,0.00713447971132734,0.00364722281206869,840099/834088/838138/843141/840847/836466/833975/818766/824742/820845/822807,11
GO:0071407,BP,GO:0071407,cellular response to organic cyclic compound,60/5177,173/20875,0.346820809248555,1.3984710050345,3.02227086360329,0.00223809651301565,0.00747794491106544,0.00382280591866126,816556/835934/837541/837960/834719/818511/819554/841427/819740/816762/829409/815035/827786/827505/831889/829676/832756/817263/840295/837362/838837/818581/842656/830586/828532/824570/828025/837150/839160/844206/817649/837677/820060/843513/814686/836181/817369/824239/831023/838448/829510/843096/814726/824885/842953/838057/838518/843905/829164/838200/830895/838544/834700/838416/830029/830062/829184/816935/828993/819749,60
GO:0042398,BP,GO:0042398,cellular modified amino acid biosynthetic process,14/5177,27/20875,0.518518518518518,2.09080047789725,3.25697752817418,0.00224338347331963,0.00747794491106544,0.00382280591866126,825326/823972/828409/816134/834149/835895/829123/832797/843831/820348/820179/836418/830139/819219,14
GO:0001763,BP,GO:0001763,morphogenesis of a branching structure,20/5177,44/20875,0.454545454545455,1.83284457478006,3.1758135658797,0.00225794903447305,0.00749289634951622,0.00383044925490964,844066/819554/820621/821132/835919/829034/834154/820732/829799/821696/836269/817659/827568/839901/822075/826934/843212/819276/28718327/3767658,20
GO:1990748,BP,GO:1990748,cellular detoxification,22/5177,50/20875,0.44,1.7741935483871,3.14747148825034,0.00232164413811616,0.00763607714169699,0.00390364481683165,834430/823972/834417/829652/822573/843831/831928/832538/820263/818766/835264/840148/832395/831532/826986/817365/844047/838544/2745823/820771/818746/828613,22
GO:0014070,BP,GO:0014070,response to organic cyclic compound,113/5177,359/20875,0.314763231197772,1.26920657741037,2.95465178586229,0.00233635885862806,0.00766188272755966,0.00391683691005292,816556/842344/835934/837541/837960/834719/818511/835878/819554/841427/819550/819740/816762/829743/829409/815035/837956/827786/820094/827505/837231/827642/831889/830354/838044/830303/829676/832756/827088/817263/817830/840295/837362/818849/838837/818581/842656/830586/825905/828532/824570/832507/828025/816580/837150/839160/835713/815155/844206/826470/817649/837677/814903/829564/820060/836437/843513/814686/819584/836181/817369/824239/831023/838448/815101/818604/839937/824205/829510/830751/843096/814726/824885/820656/842953/841324/840058/838057/838518/843905/843805/824229/817212/3768391/829164/838332/832692/817513/838200/825298/844047/831813/830895/838895/838544/834700/3768804/838416/830029/820907/830062/829184/816935/28718283/840056/829628/843908/831668/830041/828993/829361/819749/833982,113
GO:0006955,BP,GO:0006955,immune response,88/5177,272/20875,0.323529411764706,1.30455407969639,2.90337679846543,0.00286308267959887,0.00916395352789084,0.00468471166896662,835112/835244/834042/844066/842736/824721/831155/818077/837675/818982/830452/828626/823405/824749/837775/820713/834376/828219/839551/817049/829025/841792/827786/836617/819889/843615/843068/822098/824259/819056/835219/829785/832154/835956/841968/834562/820048/835513/840859/832289/823806/828532/825317/844250/816580/830463/821960/820989/818340/843123/833656/831393/830997/817403/837047/824072/835090/841140/826859/824311/829854/834676/822525/829954/840148/844348/820159/836263/830860/816765/844098/830859/816346/841622/839602/838790/836613/818299/829806/823681/830662/816736/828579/829949/828519/822807/816705/819126,88
GO:0140546,BP,GO:0140546,defense response to symbiont,116/5177,372/20875,0.311827956989247,1.25737079431148,2.87635037037651,0.00292396663225648,0.00924885899281129,0.00472811625641474,835112/835244/834042/844066/842736/824721/831155/818077/842951/818982/830452/841427/828626/823405/824749/837775/820713/834376/834307/828219/839551/817049/829025/841792/827786/836617/819889/843615/822098/819056/820405/835219/831889/829785/832154/841968/834562/835513/840859/815840/832289/823806/818581/830586/819634/816647/828532/844250/816580/839160/830463/833534/824149/834443/826470/839203/833747/842072/820989/821379/818340/837464/843123/836181/833656/831393/830997/817403/842183/837047/824072/835090/841140/826859/824311/829854/834403/829510/834676/817246/822525/829954/840148/844348/820159/836263/830860/816765/818664/841575/839843/830859/821966/825298/819682/816346/841622/838416/839602/816888/836613/818299/829806/823681/828608/830662/816736/831457/828579/829949/841996/828519/822807/816705/819126/834905,116
GO:0009625,BP,GO:0009625,response to insect,19/5177,42/20875,0.452380952380952,1.82411674347158,3.07013332451603,0.00308222219859339,0.00964004979363712,0.00492809720392212,842951/831929/828466/818581/837277/832669/836263/816765/819038/841670/832546/830662/827728/820639/827011/836628/832365/830663/838211,19
GO:0010962,BP,GO:0010962,regulation of glucan biosynthetic process,14/5177,28/20875,0.5,2.01612903225806,3.08976786576689,0.00347188622815092,0.0107085840785291,0.00547434343027947,836456/839903/824909/839880/844225/836408/814637/821783/838257/833975/818766/830549/820845/843133,14
GO:0051606,BP,GO:0051606,detection of stimulus,26/5177,64/20875,0.40625,1.63810483870968,2.93599498842179,0.00380589005206039,0.011562853972881,0.00591105539420823,824355/829335/842951/840038/841829/835039/821781/828764/826470/818867/832593/843110/831081/819329/842536/834676/832494/838430/824621/837483/817513/839300/830029/835257/814823/836451,26
GO:0032535,BP,GO:0032535,regulation of cellular component size,23/5177,55/20875,0.418181818181818,1.68621700879765,2.92632272723063,0.00411126632575823,0.0121922254412323,0.006232796862334,818584/829506/819896/820555/843934/836706/821075/842992/831959/816495/836350/840218/827328/833791/816795/815101/837610/822136/843509/819717/822519/835761/834664,23
GO:0090066,BP,GO:0090066,regulation of anatomical structure size,23/5177,55/20875,0.418181818181818,1.68621700879765,2.92632272723063,0.00411126632575823,0.0121922254412323,0.006232796862334,818584/829506/819896/820555/843934/836706/821075/842992/831959/816495/836350/840218/827328/833791/816795/815101/837610/822136/843509/819717/822519/835761/834664,23
GO:0031647,BP,GO:0031647,regulation of protein stability,17/5177,37/20875,0.459459459459459,1.85265911072363,2.98104163545013,0.00411692634854167,0.0121922254412323,0.006232796862334,830548/835244/837451/835701/842458/830613/835698/820364/843204/819840/843442/831638/828762/817344/836330/842016/818854,17
GO:0000302,BP,GO:0000302,response to reactive oxygen species,57/5177,167/20875,0.341317365269461,1.37627969866718,2.80362358440742,0.00420536473625633,0.0124165546833491,0.00634747638520987,837252/818982/826870/833746/826396/817170/827786/840339/841709/818936/816846/835919/842110/821212/819402/835603/828013/828409/826470/835175/827412/829652/834313/829366/819838/836437/814834/831081/831928/816448/818362/817499/826515/820263/835652/818766/829751/823899/840148/827463/832395/826986/817365/844047/837805/838544/841843/820628/836093/835307/824775/824790/824087/836451/844085/826480/828613,57
GO:0010099,BP,GO:0010099,regulation of photomorphogenesis,18/5177,40/20875,0.45,1.81451612903226,2.96109739049951,0.0042093790765076,0.0124165546833491,0.00634747638520987,829866/816650/833693/834663/821382/836463/837417/817016/841922/830543/816538/836466/824019/817696/843330/827568/822525/830062,18
GO:0002376,BP,GO:0002376,immune system process,88/5177,276/20875,0.318840579710145,1.28564749883123,2.743352770658,0.00449778534605435,0.0131974491075016,0.00674667801908152,835112/835244/834042/844066/842736/824721/831155/818077/837675/818982/830452/828626/823405/824749/837775/820713/834376/828219/839551/817049/829025/841792/827786/836617/819889/843615/843068/822098/824259/819056/835219/829785/832154/835956/841968/834562/820048/835513/840859/832289/823806/828532/825317/844250/816580/830463/821960/820989/818340/843123/833656/831393/830997/817403/837047/824072/835090/841140/826859/824311/829854/834676/822525/829954/840148/844348/820159/836263/830860/816765/844098/830859/816346/841622/839602/838790/836613/818299/829806/823681/830662/816736/828579/829949/828519/822807/816705/819126,88
GO:0007088,BP,GO:0007088,regulation of mitotic nuclear division,10/5177,18/20875,0.555555555555556,2.24014336917563,3.02274831107359,0.00507773185222393,0.0147450390579039,0.00753782265740379,817851/844213/823970/830326/841414/824955/822195/844108/821496/817921,10
GO:1901698,BP,GO:1901698,response to nitrogen compound,71/5177,217/20875,0.327188940092166,1.31931024230712,2.71530324985915,0.00507811210604045,0.0147450390579039,0.00753782265740379,823706/834789/819048/834719/818982/841427/829054/816666/841584/816762/829409/829119/841891/838406/826675/839643/839879/838646/835111/843967/828542/825823/831889/832768/827088/840859/817830/821973/821668/825015/818581/825905/818944/824972/825317/834316/829556/5007658/5007825/841489/823765/816928/818381/817372/816478/825654/831023/820882/824311/816055/842536/843325/829682/840058/817513/833476/825203/844047/836772/837576/837095/827247/827245/840056/841156/816658/827246/825468/827243/839505/825470,71
GO:0051302,BP,GO:0051302,regulation of cell division,31/5177,82/20875,0.378048780487805,1.52439024390244,2.73226432929896,0.00607021278945851,0.0172002217541201,0.00879293847520039,829409/831748/820555/836365/821982/844261/839401/835175/824343/822000/820036/831919/830483/832467/830912/817129/831023/831214/821705/836209/817173/829419/821849/825111/824804/830879/819157/817361/827760/841156/836598,31
