"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009411","GO:0009411","response to UV","34/2105","133/20875",2.51147549472797e-07,4.22872369625137e-06,3.03681787216769e-06,"837098/838212/838107/843842/836103/832750/821855/834629/821027/843716/824257/824408/829779/827220/821048/830996/830018/835357/840181/824693/828127/832250/842976/842104/814646/835990/837405/819685/822427/834138/832438/834504/831926/843071",34
"GO:0043069","GO:0043069","negative regulation of programmed cell death","15/2105","34/20875",3.10807271885183e-07,5.18890106452381e-06,3.72636015534064e-06,"837408/824405/827714/829566/834758/831158/828614/834842/827493/824900/842710/820355/839232/823804/842754",15
"GO:0072329","GO:0072329","monocarboxylic acid catabolic process","22/2105","67/20875",3.2788716114148e-07,5.42804796175392e-06,3.89810123462317e-06,"821135/826642/832524/814770/827663/842864/819865/819870/843947/827381/831604/817876/818879/817457/837140/836635/832812/841516/821163/820462/830144/827314",22
"GO:0009862","GO:0009862","systemic acquired resistance, salicylic acid mediated signaling pathway","11/2105","19/20875",3.74632449016435e-07,6.15021603801981e-06,4.4167193989306e-06,"815864/836686/824408/834545/824807/823964/842733/838812/827710/827397/828151",11
"GO:0030258","GO:0030258","lipid modification","27/2105","97/20875",6.93524239504536e-07,1.12912624117681e-05,8.10871316132316e-06,"821135/836633/841160/841944/843584/827526/842864/819865/819870/821808/843947/827381/831604/817876/818879/814646/830333/837140/836635/832812/841516/837820/837069/824309/830144/827314/840311",27
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","11/2105","20/20875",7.56352664493631e-07,1.22132356479709e-05,8.77081950888214e-06,"822148/820603/830375/834447/839154/843602/816913/842275/837881/838324/843201",11
"GO:0098739","GO:0098739","import across plasma membrane","15/2105","36/20875",7.66742408741551e-07,1.22803458961045e-05,8.81901409797728e-06,"838122/827860/818506/819314/821086/818060/826973/844299/838472/817206/824786/814729/827481/815004/839907",15
"GO:0044550","GO:0044550","secondary metabolite biosynthetic process","40/2105","177/20875",7.88781392881081e-07,1.25314463223849e-05,8.99933949093525e-06,"820564/817628/829955/818902/822298/817495/843126/6241037/832145/830416/835828/828364/842479/826456/822042/837768/826844/843600/820316/824408/829779/839418/837304/823579/824807/830018/818429/828834/830154/821677/844421/831183/817599/842478/822338/827912/838438/839768/830525/837766",40
"GO:0030001","GO:0030001","metal ion transport","49/2105","238/20875",9.4315537115673e-07,1.48641286494301e-05,1.06745332112391e-05,"830991/838122/834896/831754/821863/834895/842203/825513/817459/824349/814938/817458/817047/832145/829400/826973/817460/834679/819940/829112/829918/824900/844299/842281/842041/825050/839138/839670/831720/838472/827740/837280/817206/818071/835245/842022/814729/827481/815004/817490/839997/837296/819566/820384/830799/830525/839907/843366/814931",49
"GO:0006811","GO:0006811","monoatomic ion transport","64/2105","344/20875",1.01058554053398e-06,1.58004247210472e-05,1.13469253673991e-05,"830991/838122/834896/828470/831754/821863/834895/842203/825513/817459/824349/814938/817458/817047/841782/844278/832145/829400/826973/817460/823713/831654/834679/820765/819940/829112/829918/824900/843820/844299/842281/842041/825050/839138/839670/831720/838472/816783/829142/827740/823950/820622/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/819566/820384/830799/830525/839907/843366/814931",64
"GO:0048585","GO:0048585","negative regulation of response to stimulus","50/2105","246/20875",1.09365891762344e-06,1.69646304544739e-05,1.21829886886524e-05,"824763/841606/833523/836040/825139/836596/838136/824405/839265/843810/830058/833963/818403/824408/825291/831158/844166/827493/824359/837890/842281/836739/834892/830443/836377/837673/821808/831293/822474/820355/836753/828714/821182/844383/842733/829993/820142/832215/819614/836163/832396/831392/837393/829901/823804/834736/829473/842754/841327/834026",50
"GO:0035556","GO:0035556","intracellular signal transduction","77/2105","441/20875",1.15145009051628e-06,1.77215365493522e-05,1.27265536320221e-05,"830991/834896/834101/829691/834895/817875/817459/819609/817458/819730/843936/839523/820429/835947/817460/828763/827114/838470/824408/831091/816567/819940/825806/834842/839944/842710/816235/837125/824807/835368/821902/825831/834768/816258/826406/827330/829980/841270/827297/819832/834204/830333/820235/822041/825809/818670/820932/836753/829103/825146/825257/836819/827481/841591/821717/825804/829211/828283/819566/821586/829976/819614/826541/834509/840115/826407/821676/830849/814673/831123/829685/837393/828151/826409/828713/841327/817375",77
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","35/2105","148/20875",1.2413735233409e-06,1.89574096200122e-05,1.36140841727472e-05,"818902/28717391/842368/824073/827834/6241037/842909/824802/827563/828943/820214/824408/828444/834484/834842/837304/5008204/843864/842710/817901/823964/816248/838652/826838/843389/820630/837405/814729/839357/829641/825251/840115/842910/828151/837384",35
"GO:0010193","GO:0010193","response to ozone","14/2105","33/20875",1.38026105030955e-06,2.0916263608537e-05,1.50208166122755e-05,"838122/832476/834244/828481/832820/821048/843584/826884/835019/819767/843389/837405/840115/826718",14
"GO:0009625","GO:0009625","response to insect","16/2105","42/20875",1.39436640725685e-06,2.09687162007328e-05,1.50584849445818e-05,"843660/822298/843748/6241037/828053/834485/824408/834484/834469/5008297/824807/830154/838236/834620/842733/838438",16
"GO:0015748","GO:0015748","organophosphate ester transport","18/2105","52/20875",1.59743299986162e-06,2.36955075778816e-05,1.70167043466058e-05,"842477/822148/828955/820603/830375/831193/820456/834447/839154/843602/818435/842275/837881/838324/843201/828400/832812/830144",18
"GO:0009698","GO:0009698","phenylpropanoid metabolic process","33/2105","137/20875",1.59974746591789e-06,2.36955075778816e-05,1.70167043466058e-05,"836802/820564/829955/836533/843126/827678/832145/830416/828364/842479/838136/822042/826844/843600/820316/829779/821710/837304/823579/830018/842281/824516/821677/840272/844421/831183/817599/842478/822338/844383/827912/819423/839768",33
"GO:0016036","GO:0016036","cellular response to phosphate starvation","24/2105","84/20875",1.70282511118507e-06,2.50340706644372e-05,1.7977980749668e-05,"834353/819120/819609/843632/819730/842527/819332/828638/816141/824384/837890/841765/838652/832137/843444/827960/843161/827481/838909/817261/821244/836163/839142/832428",24
"GO:0062197","GO:0062197","cellular response to chemical stress","31/2105","126/20875",2.02788631465197e-06,2.95921188138103e-05,2.1251299858809e-05,"821135/820564/842945/842368/834678/838212/823679/828641/842909/842527/837075/829946/831156/832477/834842/837304/843864/842710/840181/825817/816248/839323/819961/837405/836423/840318/836286/836015/836366/842910/821170",31
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","21/2105","69/20875",2.44820737116066e-06,3.54630038322537e-05,2.54674203315784e-05,"826642/832524/829869/832750/830894/843716/843810/830058/814770/824408/827371/820141/830018/836377/818986/839846/828685/816894/839735/836163/831876",21
"GO:0052542","GO:0052542","defense response by callose deposition","13/2105","30/20875",2.4686136136482e-06,3.54975826196129e-05,2.54922527602243e-05,"841606/835828/836222/824629/842710/842281/830154/842066/839735/836819/825650/822601/838438",13
"GO:0009395","GO:0009395","phospholipid catabolic process","11/2105","22/20875",2.62261908328009e-06,3.74388376381288e-05,2.68863466661208e-05,"819730/821175/821243/818802/826791/826790/826673/841689/826789/820932/821244",11
"GO:0007166","GO:0007166","cell surface receptor signaling pathway","19/2105","59/20875",2.8636082183742e-06,4.05849510086128e-05,2.91456981862546e-05,"838719/844307/838184/838181/838721/842432/838716/830350/824419/842832/838182/822269/838195/842891/838723/821717/838180/824933/823804",19
"GO:0010120","GO:0010120","camalexin biosynthetic process","9/2105","15/20875",3.01348064787625e-06,4.21032402575618e-05,3.02360432306508e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0052317","GO:0052317","camalexin metabolic process","9/2105","15/20875",3.01348064787625e-06,4.21032402575618e-05,3.02360432306508e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0098660","GO:0098660","inorganic ion transmembrane transport","51/2105","262/20875",3.23978511634881e-06,4.49463146423039e-05,3.22777701732602e-05,"824046/828470/831754/821863/825513/824349/837327/818506/844278/835085/829400/826973/830806/834679/820765/829112/829918/824900/823707/823641/844299/842041/825050/818409/839138/839670/838472/816783/829142/827740/823950/837280/817206/842721/818071/843122/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/830799/839907/843366/814931",51
"GO:0042542","GO:0042542","response to hydrogen peroxide","22/2105","77/20875",4.55295832271787e-06,6.24908746660674e-05,4.48772297895776e-05,"843660/839488/834678/838212/832476/821047/837075/836011/828481/817155/28720712/843864/819567/833957/838652/831720/814729/840318/842280/840454/822547/828713",22
"GO:0010112","GO:0010112","regulation of systemic acquired resistance","11/2105","23/20875",4.56786088929629e-06,6.24908746660674e-05,4.48772297895776e-05,"822298/831173/832750/843716/835358/822184/837800/825831/841026/842733/836163",11
"GO:0009838","GO:0009838","abscission","15/2105","41/20875",5.3608090820626e-06,7.2833061321816e-05,5.23043731854239e-05,"818785/824802/824918/843208/829956/843810/824408/817746/819988/828967/823964/831345/829712/841591/821676",15
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","53/2105","281/20875",5.52205475960969e-06,7.45099169618568e-05,5.35085911817983e-05,"827024/818902/817022/817180/831599/837082/833862/844329/814732/828364/821817/838352/833738/826844/829715/814770/829566/818489/830457/830635/837543/829623/829452/824629/835480/818721/832075/831024/823601/814980/816270/821995/830154/828798/835571/834660/828815/827841/839103/816149/833436/818588/838301/840543/837168/843565/824484/814906/827506/833841/827122/835598/822529",53
"GO:0009808","GO:0009808","lignin metabolic process","20/2105","67/20875",5.87897844440344e-06,7.87863097651345e-05,5.65796421717023e-05,"836802/829955/836533/843126/827678/832145/830416/828364/842479/826844/843600/829779/837304/840272/844421/831183/817599/842478/822338/827912",20
"GO:0009409","GO:0009409","response to cold","73/2105","430/20875",6.10730344661888e-06,8.07182231508113e-05,5.79670274724501e-05,"838122/842945/833998/826708/832474/834489/826860/824893/826796/828641/838107/832145/818354/836103/821904/821855/831174/836011/836881/828053/842862/843810/824188/818353/827931/832206/825291/831554/829623/841592/842114/817575/820019/830996/830565/838224/817901/818429/825831/821806/831765/843258/835991/838236/825817/837414/818605/836626/831720/844421/828064/827395/838780/838456/816149/819296/829103/828714/816641/824786/825146/827085/827481/836018/839666/819331/836163/838824/835306/824115/828151/827925/826409",73
"GO:0009403","GO:0009403","toxin biosynthetic process","9/2105","16/20875",6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0009700","GO:0009700","indole phytoalexin biosynthetic process","9/2105","16/20875",6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0046217","GO:0046217","indole phytoalexin metabolic process","9/2105","16/20875",6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0052314","GO:0052314","phytoalexin metabolic process","9/2105","16/20875",6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0052315","GO:0052315","phytoalexin biosynthetic process","9/2105","16/20875",6.26897875232189e-06,8.07182231508113e-05,5.79670274724501e-05,"817628/818902/822298/817495/824408/824807/818429/828834/830154",9
"GO:0006887","GO:0006887","exocytosis","19/2105","62/20875",6.52750942953301e-06,8.3501256988182e-05,5.99656368646095e-05,"824681/831154/820109/826820/824405/831247/836222/841165/837210/820355/838456/820201/837791/822601/838713/835106/830440/820625/817414",19
"GO:0034440","GO:0034440","lipid oxidation","18/2105","57/20875",7.10077900019187e-06,8.99678309505027e-05,6.46095457106469e-05,"821135/841944/843584/842864/819865/819870/821808/843947/827381/831604/817876/818879/837140/836635/832812/841516/830144/827314",18
"GO:0098657","GO:0098657","import into cell","30/2105","127/20875",7.12435615648651e-06,8.99678309505027e-05,6.46095457106469e-05,"838122/827860/828212/818506/833474/839416/819314/821086/832596/818060/826973/814723/830401/824352/844299/838472/827187/817206/824786/814729/827481/815004/814689/828700/842251/825098/839907/817230/820284/832340",30
"GO:0033037","GO:0033037","polysaccharide localization","17/2105","52/20875",7.52678060328678e-06,9.44443171240442e-05,6.7824291859319e-05,"841606/835828/836222/824629/842710/842281/830154/842066/836626/819903/843389/839735/836819/825650/822601/818258/838438",17
"GO:0080135","GO:0080135","regulation of cellular response to stress","26/2105","103/20875",8.01423581649981e-06,9.99243326487635e-05,7.17597131071003e-05,"838338/819120/822092/824349/815949/831173/817828/823729/817744/829853/834836/824405/843617/829589/843620/816622/831158/827493/840181/832137/10723040/820355/821717/817745/824115/842754",26
"GO:0098662","GO:0098662","inorganic cation transmembrane transport","43/2105","214/20875",8.13738442766889e-06,0.000100821681273633,7.24041355232505e-05,"828470/831754/821863/825513/824349/844278/829400/826973/834679/820765/829112/829918/824900/844299/842041/825050/818409/839138/839670/838472/816783/829142/827740/823950/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/830799/839907/843366/814931",43
"GO:0043200","GO:0043200","response to amino acid","13/2105","33/20875",8.83852536911665e-06,0.000108824343607249,7.81511716848209e-05,"830991/834896/834895/817459/817458/834646/817460/819940/824693/842428/819566/826407/826409",13
"GO:1901699","GO:1901699","cellular response to nitrogen compound","18/2105","58/20875",9.33183220306268e-06,0.000114184530683438,8.2000539267187e-05,"821135/830991/834896/834895/817459/837327/817458/826456/817460/817923/819940/823641/837890/842281/824516/821717/842733/819566",18
"GO:0009225","GO:0009225","nucleotide-sugar metabolic process","17/2105","53/20875",1.0045986882872e-05,0.0001221641614769,8.77310355463284e-05,"820307/834475/817744/843027/839942/821995/817426/831419/823794/825458/818066/824280/817745/844193/831513/831402/831926",17
"GO:0009062","GO:0009062","fatty acid catabolic process","16/2105","48/20875",1.04950120146621e-05,0.000126841556250824,9.1090062303557e-05,"821135/842864/819865/819870/843947/827381/831604/817876/818879/837140/836635/832812/841516/820462/830144/827314",16
"GO:0098655","GO:0098655","monoatomic cation transmembrane transport","42/2105","210/20875",1.16195757877773e-05,0.000139576611597081,0.000100235621686602,"828470/831754/821863/825513/824349/844278/829400/826973/834679/820765/829112/829918/824900/844299/842041/825050/839138/839670/838472/816783/829142/827740/823950/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/830799/839907/843366/814931",42
"GO:0009723","GO:0009723","response to ethylene","40/2105","197/20875",1.28081608261511e-05,0.000152921677742531,0.000109819254547669,"838122/834101/830917/823679/819632/824212/843208/831174/820429/828053/6240315/834629/842862/839864/824408/830457/6240283/824306/834469/842710/837125/824807/821902/825831/834768/832196/833957/827297/839103/822041/818670/830497/819614/834509/840115/839232/836158/837393/818120/817375",40
"GO:0010337","GO:0010337","regulation of salicylic acid metabolic process","10/2105","21/20875",1.31839019769722e-05,0.00015552267601578,0.000111687136823515,"832750/843716/824408/820141/836377/839846/828685/839735/836163/831876",10
"GO:1900057","GO:1900057","positive regulation of leaf senescence","10/2105","21/20875",1.31839019769722e-05,0.00015552267601578,0.000111687136823515,"840317/839324/819561/839864/831345/833957/838510/819129/822547/829605",10
"GO:0052545","GO:0052545","callose localization","16/2105","49/20875",1.41326780686456e-05,0.000165461233162138,0.000118824417509972,"841606/835828/836222/824629/842710/842281/830154/842066/819903/843389/839735/836819/825650/822601/818258/838438",16
"GO:1900150","GO:1900150","regulation of defense response to fungus","14/2105","39/20875",1.41943900529956e-05,0.000165461233162138,0.000118824417509972,"824763/841606/6241037/818403/830401/822093/837210/830443/822474/828457/836819/827085/837393/817375",14
"GO:0006066","GO:0006066","alcohol metabolic process","34/2105","158/20875",1.56949929550121e-05,0.000181877271302199,0.000130613439823754,"842880/827562/822299/839889/827663/827526/816218/838224/10723114/835987/828805/841899/816152/817525/835991/831604/815120/818706/817457/817257/828239/838668/820139/844385/831884/819902/837069/836015/838824/836565/829473/818747/839303/840311",34
"GO:0016311","GO:0016311","dephosphorylation","42/2105","213/20875",1.6651894622541e-05,0.00019183761641173,0.00013776636732961,"836040/839348/821047/814719/836633/841160/824448/821239/825399/828591/838347/830937/825706/829536/827526/814874/840379/837276/818609/817438/843609/830564/824693/817553/834684/814646/817489/830333/838835/831059/828714/829303/817935/819724/842708/818571/837069/827539/824309/838330/822171/840311",42
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","19/2105","66/20875",1.77846842945758e-05,0.000203696674769269,0.000146282837771786,"821135/6241037/829869/830894/826456/841944/832820/827371/843584/817901/841026/819767/827381/817876/821460/816894/822169/836635/836015",19
"GO:0009743","GO:0009743","response to carbohydrate","40/2105","200/20875",1.85612586088806e-05,0.000211362309014421,0.000151787840403623,"817870/841606/842477/828081/817828/835828/843027/836596/834629/836222/832206/824408/829589/819700/824629/830779/838224/842710/838739/842281/819567/831765/830154/842066/831183/835005/822207/834434/839735/836819/825650/837405/822601/838438/824921/837069/839062/823954/820292/817382",40
"GO:0006787","GO:0006787","porphyrin-containing compound catabolic process","11/2105","26/20875",1.95963363693151e-05,0.000219349996620222,0.00015752412260624,"843308/826798/819561/827371/828391/821250/828127/823622/834408/838668/842199",11
"GO:0033015","GO:0033015","tetrapyrrole catabolic process","11/2105","26/20875",1.95963363693151e-05,0.000219349996620222,0.00015752412260624,"843308/826798/819561/827371/828391/821250/828127/823622/834408/838668/842199",11
"GO:0009856","GO:0009856","pollination","57/2105","323/20875",1.97629812760925e-05,0.000219349996620222,0.00015752412260624,"821197/828212/837429/831154/839416/818097/828800/6240393/820049/817807/824582/826456/842831/828943/831247/820603/841165/831091/816567/837444/833623/823639/842337/816248/842275/817872/819832/818720/825829/822003/819903/829059/824862/831966/820201/829103/816249/827481/841591/814841/821312/818710/819724/834766/820142/819902/838713/837069/836163/821074/839854/832428/821435/828151/831400/828713/833544",57
"GO:0044706","GO:0044706","multi-multicellular organism process","57/2105","323/20875",1.97629812760925e-05,0.000219349996620222,0.00015752412260624,"821197/828212/837429/831154/839416/818097/828800/6240393/820049/817807/824582/826456/842831/828943/831247/820603/841165/831091/816567/837444/833623/823639/842337/816248/842275/817872/819832/818720/825829/822003/819903/829059/824862/831966/820201/829103/816249/827481/841591/814841/821312/818710/819724/834766/820142/819902/838713/837069/836163/821074/839854/832428/821435/828151/831400/828713/833544",57
"GO:0006623","GO:0006623","protein targeting to vacuole","14/2105","40/20875",1.98194413189845e-05,0.000219349996620222,0.00015752412260624,"828470/839974/827757/818059/837428/828571/829059/824478/824539/815960/824451/832543/839062/817230",14
"GO:0048588","GO:0048588","developmental cell growth","47/2105","251/20875",2.21763796828379e-05,0.000244064066900506,0.000175272298110756,"834489/828212/837429/831154/839416/819314/828800/837853/820049/817807/842651/842831/828943/831247/820603/831554/831091/837444/833623/828991/842337/819865/834412/816248/842275/839323/819832/818720/825829/822003/819903/817206/824862/820201/827481/821312/819724/834766/827022/820142/838713/824309/821074/821435/831400/833544/821610",47
"GO:0006900","GO:0006900","vesicle budding from membrane","17/2105","56/20875",2.27108030565757e-05,0.000247859004457154,0.000177997596575162,"828212/833474/839416/814723/837438/824384/816913/820233/842275/837054/814689/828700/834798/815211/825521/836508/814675",17
"GO:0010015","GO:0010015","root morphogenesis","60/2105","347/20875",2.27728323892106e-05,0.000247859004457154,0.000177997596575162,"831147/829860/28717391/834489/842203/816256/6241037/819314/836633/837853/843208/829861/842651/841944/820386/830457/829589/831554/843734/816281/819804/828733/834695/842281/825525/824932/828967/828991/832196/819865/834412/821808/839323/820600/827297/839103/820398/819927/817206/821416/818128/843161/835882/838740/842251/824484/819724/827022/816780/819969/836228/824309/832543/840115/822378/821676/823754/839062/821610/831970",60
"GO:0010363","GO:0010363","regulation of plant-type hypersensitive response","12/2105","31/20875",2.41872416835901e-05,0.000261806956685013,0.000188014186366368,"838338/831173/824405/843617/829589/843620/831158/827493/10723040/820355/821717/842754",12
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","46/2105","245/20875",2.51454096124411e-05,0.000270691021510978,0.000194394193380045,"821135/838508/823555/842880/827562/815864/843838/6241037/831483/832750/826456/843716/841944/843810/830058/820709/835358/824408/839889/843584/820141/816412/838224/817901/836377/842748/830154/835571/828484/834966/827381/817876/821460/818706/817257/838668/828685/821961/822169/835258/823556/836015/838824/824568/831876/838147",46
"GO:0071417","GO:0071417","cellular response to organonitrogen compound","14/2105","41/20875",2.73165098862773e-05,0.000292464806934599,0.000210030831162223,"830991/834896/834895/817459/817458/826456/817460/817923/819940/842281/824516/821717/842733/819566",14
"GO:0048468","GO:0048468","cell development","58/2105","335/20875",2.97662512531181e-05,0.000316970351181852,0.000227629255671071,"834489/828212/837429/831154/839416/819314/828800/836633/837853/6240393/820049/817807/842651/842831/828943/831247/820603/831554/831091/816281/837444/833623/819804/842281/824932/828991/842337/835091/819865/834412/816248/842275/839323/819832/818720/825829/822003/819903/817206/824862/820201/818128/827481/821312/842251/819724/834766/827022/820142/816780/838713/824309/821074/821435/835632/831400/833544/821610",58
"GO:0032940","GO:0032940","secretion by cell","21/2105","80/20875",3.08635152684067e-05,0.000326887769240652,0.000234751355522007,"824681/831154/820109/826820/824405/831247/836222/841165/837210/828520/820355/838456/820201/837791/822601/838713/835106/830440/830626/820625/817414",21
"GO:0019395","GO:0019395","fatty acid oxidation","15/2105","47/20875",3.5416614286477e-05,0.000373105508793367,0.000267942187452998,"821135/842864/819865/819870/843947/827381/831604/817876/818879/837140/836635/832812/841516/830144/827314",15
"GO:1901617","GO:1901617","organic hydroxy compound biosynthetic process","43/2105","227/20875",3.65656326606963e-05,0.000383161150753041,0.000275163551489226,"821135/842880/827562/818013/829559/832750/829560/832479/843716/827208/816173/843810/830058/816041/822299/816040/824408/839889/835480/820141/816412/838224/10723114/835987/817901/841899/830018/816152/836377/835991/818706/817257/828239/838668/828685/837168/842805/836480/836477/836015/838824/844193/831876",43
"GO:1901606","GO:1901606","alpha-amino acid catabolic process","21/2105","81/20875",3.77478550166469e-05,0.000393456478215843,0.000282557043399462,"817022/831599/833862/814732/814770/829566/830635/829623/829452/835480/830154/828798/834660/827841/816149/818588/838301/837168/843565/814906/835598",21
"GO:0009787","GO:0009787","regulation of abscisic acid-activated signaling pathway","29/2105","132/20875",4.30181090092518e-05,0.000441383722647011,0.000316975540068171,"841606/826796/836040/838107/839324/817807/832750/836596/839265/838922/843418/828444/814683/843106/830996/837890/836739/821005/817876/828714/821182/830497/832215/826541/836163/832396/837393/829473/834026",29
"GO:1901419","GO:1901419","regulation of response to alcohol","29/2105","132/20875",4.30181090092518e-05,0.000441383722647011,0.000316975540068171,"841606/826796/836040/838107/839324/817807/832750/836596/839265/838922/843418/828444/814683/843106/830996/837890/836739/821005/817876/828714/821182/830497/832215/826541/836163/832396/837393/829473/834026",29
"GO:1905957","GO:1905957","regulation of cellular response to alcohol","29/2105","132/20875",4.30181090092518e-05,0.000441383722647011,0.000316975540068171,"841606/826796/836040/838107/839324/817807/832750/836596/839265/838922/843418/828444/814683/843106/830996/837890/836739/821005/817876/828714/821182/830497/832215/826541/836163/832396/837393/829473/834026",29
"GO:0009846","GO:0009846","pollen germination","20/2105","76/20875",4.54905810912776e-05,0.000464333910620813,0.000333457000200039,"824582/816567/833623/816248/817872/819832/818720/819903/829059/824862/820201/814841/818710/820142/838713/837069/821074/839854/832428/833544",20
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","26/2105","113/20875",4.59415554605253e-05,0.000466519918851726,0.000335026861307358,"817496/827024/817495/843328/843329/820083/836368/843799/839515/839295/839479/814822/838288/814770/827931/844169/816694/843864/817491/844174/838074/817498/822003/841805/840543/829042",26
"GO:0043562","GO:0043562","cellular response to nitrogen levels","15/2105","48/20875",4.67446153191198e-05,0.000472240472711108,0.000339135022882035,"819730/820034/832801/834574/28717277/822299/825794/821049/841899/819816/838652/828287/836558/834630/831594",15
"GO:0051607","GO:0051607","defense response to virus","18/2105","65/20875",5.19585080207337e-05,0.000522236024494109,0.000375038854886499,"818171/834678/829308/832241/840017/843276/831903/830520/817197/821569/831345/840016/844423/839574/820338/832530/834517/821300",18
"GO:0140352","GO:0140352","export from cell","35/2105","174/20875",5.30842761998091e-05,0.000530842761998091,0.000381219701910464,"824681/842203/814938/831154/820109/819314/837853/826820/824405/831247/836222/828669/841165/817544/837210/821934/842281/824516/833782/828520/820355/829142/821935/823950/838456/820201/837791/822601/838713/835106/830440/830626/844193/820625/817414",35
"GO:0006914","GO:0006914","autophagy","22/2105","89/20875",5.49111562166376e-05,0.000540838251907439,0.000388397868321452,"824489/825794/818429/819816/828571/828287/818563/831870/829174/829059/824876/825452/835562/834798/820142/836827/821453/834630/825369/834415/841912/831594",22
"GO:0046903","GO:0046903","secretion","22/2105","89/20875",5.49111562166376e-05,0.000540838251907439,0.000388397868321452,"824681/831154/820109/826820/824405/831247/836222/841165/830979/837210/828520/820355/838456/820201/837791/822601/838713/835106/830440/830626/820625/817414",22
"GO:0061919","GO:0061919","process utilizing autophagic mechanism","22/2105","89/20875",5.49111562166376e-05,0.000540838251907439,0.000388397868321452,"824489/825794/818429/819816/828571/828287/818563/831870/829174/829059/824876/825452/835562/834798/820142/836827/821453/834630/825369/834415/841912/831594",22
"GO:0080027","GO:0080027","response to herbivore","10/2105","24/20875",5.51819739255813e-05,0.000540838251907439,0.000388397868321452,"842988/6241037/819632/842405/826456/821036/834485/834484/5008297/823620",10
"GO:0010647","GO:0010647","positive regulation of cell communication","24/2105","102/20875",6.06514153607729e-05,0.00059150142703328,0.000424781147706507,"819120/822312/839324/814985/817807/832750/825476/824408/838922/843418/843998/828444/814683/843106/843864/824807/821005/832137/817876/830497/826541/836158/824115/831285",24
"GO:0042440","GO:0042440","pigment metabolic process","37/2105","190/20875",6.79291113620482e-05,0.000659213543759778,0.000473407963031334,"818902/829559/843842/821704/843308/826798/829560/821855/819561/816173/816041/842956/837365/816040/827371/821710/828391/832672/821250/830996/828896/828127/823622/837528/828321/834408/838668/817157/837168/836480/836477/842199/843462/843310/844193/820292/817382",37
"GO:0006869","GO:0006869","lipid transport","29/2105","136/20875",7.62517158807481e-05,0.000736352354338597,0.000528804469265869,"838122/821832/830121/830796/822148/823933/840520/823932/820603/830375/819037/817544/820456/834447/839154/843602/816913/818435/842275/837881/827187/838324/828891/843201/824895/823927/821597/830144/818768",29
"GO:0042180","GO:0042180","cellular ketone metabolic process","31/2105","150/20875",8.18269171707074e-05,0.000786336716225823,0.000564700265352661,"842880/832750/843716/843810/829566/824408/820141/836377/828127/837122/817693/835005/818706/839846/838668/828685/839735/817599/843161/818588/818028/837168/838497/836163/815007/838824/830626/830144/822529/831876/838147",31
"GO:0071805","GO:0071805","potassium ion transmembrane transport","14/2105","45/20875",8.78390488173217e-05,0.000840014204709339,0.000603248245326931,"829400/826973/834679/844299/827740/817206/818071/835245/814729/827481/839997/830799/839907/843366",14
"GO:0045229","GO:0045229","external encapsulating structure organization","60/2105","364/20875",9.38449854612529e-05,0.000893114112843808,0.000641381441443803,"816699/843353/819130/834475/818785/838728/831401/6241037/824918/842108/835828/818917/836572/839026/824582/839942/842404/826970/817184/841820/827905/3768816/828067/844028/818520/817544/822697/836216/830979/824629/839028/820941/837210/832209/816412/819988/825831/842281/821995/830154/835418/818720/828064/831317/819903/819927/818128/830056/825650/825122/821312/824895/839686/818258/838438/828953/834564/843203/831402/831400",60
"GO:1900426","GO:1900426","positive regulation of defense response to bacterium","11/2105","30/20875",9.4650405608665e-05,0.00089644855312053,0.000643776038148005,"824681/841606/836686/843716/832618/824408/837999/837210/831345/828782/827085",11
"GO:0034220","GO:0034220","monoatomic ion transmembrane transport","42/2105","229/20875",9.62142144296062e-05,0.000906899533140307,0.000651281310467846,"828470/831754/821863/825513/824349/844278/829400/826973/834679/820765/829112/829918/824900/844299/842041/825050/839138/839670/838472/816783/829142/827740/823950/837280/817206/842721/818071/835245/842022/814729/827481/815004/817490/824539/821030/828859/839997/837296/830799/839907/843366/814931",42
