"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016311","BP","GO:0016311","dephosphorylation","37/1678","213/20875",6.58463057301292e-06,8.71747830209754e-05,6.6348565880626e-05,"841160/836040/839348/835250/821047/824448/825399/824444/836633/840379/821239/830564/827526/834356/837276/825706/843609/838347/817553/838835/817438/817858/814721/818609/814874/817489/829536/837255/824693/831059/818456/818571/819724/814646/835296/842708/835762",37
"GO:0009723","BP","GO:0009723","response to ethylene","35/1678","197/20875",6.94367660427702e-06,9.126688601449e-05,6.94630578890567e-05,"838122/834101/842862/843208/834629/831174/834469/820429/6240315/839864/824212/828053/823679/819632/6240283/830917/821902/824306/842710/824408/824807/833957/838896/842861/827297/837125/839103/830457/839733/819093/834768/822041/821251/829335/836158",35
"GO:0043069","BP","GO:0043069","negative regulation of programmed cell death","12/1678","34/20875",7.20124759737883e-06,9.39762811457938e-05,7.15251735047928e-05,"837408/828614/842710/824405/827714/829566/834758/831158/827493/834842/824900/820355",12
"GO:0080027","BP","GO:0080027","response to herbivore","10/1678","24/20875",7.528071506517e-06,9.75445861163586e-05,7.42410038082042e-05,"842988/834485/842405/819632/6241037/834484/826456/5008297/821036/823620",10
"GO:0006575","BP","GO:0006575","cellular modified amino acid metabolic process","24/1678","113/20875",8.92411848148881e-06,0.000114819468068169,8.73888844629112e-05,"827024/817496/843329/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/816694/817491/822003/842261/844174/838074/843864",24
"GO:0009966","BP","GO:0009966","regulation of signal transduction","52/1678","347/20875",9.40437103995628e-06,0.00012015234888112,9.1447730171382e-05,"841606/826796/824763/829691/836040/838107/839324/819248/814985/822312/838136/828481/829946/834360/821780/832750/817807/824408/843418/838043/819314/814683/838922/839265/828444/824807/825476/843106/843998/834545/821182/838310/827085/817876/830996/821005/842733/838501/837255/836739/829473/823426/827710/821251/839846/842281/832215/835296/823754/843864/839735/836158",52
"GO:0009072","BP","GO:0009072","aromatic amino acid metabolic process","20/1678","85/20875",9.89390535009809e-06,0.00012552892412937,9.55398316336227e-05,"817022/828364/841032/826844/814770/835480/823601/829566/824629/814980/830154/839103/830457/837168/822529/818986/818588/828815/822530/833436",20
"GO:0010646","BP","GO:0010646","regulation of cell communication","53/1678","357/20875",1.01685180946866e-05,0.000127353265217248,9.69283342563218e-05,"841606/826796/824763/819120/829691/836040/838107/839324/819248/814985/822312/838136/828481/829946/834360/821780/832750/817807/824408/843418/838043/819314/814683/838922/839265/828444/824807/825476/843106/843998/834545/821182/838310/827085/817876/830996/821005/842733/838501/837255/836739/829473/823426/827710/821251/839846/842281/832215/835296/823754/843864/839735/836158",53
"GO:0015914","BP","GO:0015914","phospholipid transport","9/1678","20/20875",1.0177108222068e-05,0.000127353265217248,9.69283342563218e-05,"822148/830375/820456/820603/843201/843602/837881/818435/834447",9
"GO:0034204","BP","GO:0034204","lipid translocation","8/1678","16/20875",1.22661790972627e-05,0.00015245108306598,0.000116030236931501,"822148/830375/820603/843201/843602/837881/816913/834447",8
"GO:0023051","BP","GO:0023051","regulation of signaling","52/1678","353/20875",1.52938971418843e-05,0.00018879695998799,0.000143693016532213,"841606/826796/824763/829691/836040/838107/839324/819248/814985/822312/838136/828481/829946/834360/821780/832750/817807/824408/843418/838043/819314/814683/838922/839265/828444/824807/825476/843106/843998/834545/821182/838310/827085/817876/830996/821005/842733/838501/837255/836739/829473/823426/827710/821251/839846/842281/832215/835296/823754/843864/839735/836158",52
"GO:2000022","BP","GO:2000022","regulation of jasmonic acid mediated signaling pathway","13/1678","42/20875",1.55353150544473e-05,0.000190490071170974,0.000144981640317378,"824763/838107/819248/828481/821780/824408/824807/834545/838310/842733/838501/823426/827710",13
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","14/1678","48/20875",1.57924945121749e-05,0.00019235258315829,0.000146399194740933,"821135/842864/831604/817876/843947/818879/827381/819865/819870/820462/827314/836635/832812/827088",14
"GO:1900057","BP","GO:1900057","positive regulation of leaf senescence","9/1678","21/20875",1.65389481396493e-05,0.000200110319543968,0.00015230359353417,"839324/840317/839864/819561/819129/833957/831345/844081/838510",9
"GO:1901606","BP","GO:1901606","alpha-amino acid catabolic process","19/1678","81/20875",1.71697132636196e-05,0.000206375435083113,0.000157071961365939,"817022/833862/841032/831599/814732/814770/829452/835480/829566/830154/834660/837168/829623/828798/818588/830635/843565/827841/814906",19
"GO:0006787","BP","GO:0006787","porphyrin-containing compound catabolic process","10/1678","26/20875",1.75590794369928e-05,0.000208314533320688,0.000158547805442704,"827371/826798/821250/843308/828391/819561/842199/828127/823622/838668",10
"GO:0033015","BP","GO:0033015","tetrapyrrole catabolic process","10/1678","26/20875",1.75590794369928e-05,0.000208314533320688,0.000158547805442704,"827371/826798/821250/843308/828391/819561/842199/828127/823622/838668",10
"GO:0009682","BP","GO:0009682","induced systemic resistance","11/1678","32/20875",2.31540528605257e-05,0.00027291906178181,0.00020771819238543,"840190/817628/834101/817626/826860/824807/835828/830154/838438/834768/842733",11
"GO:0030258","BP","GO:0030258","lipid modification","21/1678","97/20875",2.34567422352312e-05,0.000274714538870304,0.000209084726671663,"821135/841160/836633/827526/821808/841944/842864/831604/817876/814721/843947/837820/818879/827381/819865/819870/827314/836635/832812/814646/827088",21
"GO:0034440","BP","GO:0034440","lipid oxidation","15/1678","57/20875",3.07966064680615e-05,0.000358378344058269,0.000272761093827081,"821135/821808/841944/842864/831604/817876/843947/818879/827381/819865/819870/827314/836635/832812/827088",15
"GO:0010193","BP","GO:0010193","response to ozone","11/1678","33/20875",3.22178799001492e-05,0.00037254472517451,0.000283543100253812,"838122/832476/834244/828481/832820/826884/821048/835019/826718/837405/819767",11
"GO:0006995","BP","GO:0006995","cellular response to nitrogen starvation","12/1678","39/20875",3.51859455862168e-05,0.000404306431358604,0.000307716875997301,"28717277/819730/834574/822299/819816/828287/825794/834630/841899/838652/820798/819941",12
"GO:0050829","BP","GO:0050829","defense response to Gram-negative bacterium","9/1678","23/20875",3.96610155937717e-05,0.000452879221811381,0.000344685536837977,"820307/819130/843208/843810/828967/824408/823964/831345/816913",9
"GO:0045332","BP","GO:0045332","phospholipid translocation","7/1678","14/20875",4.43279702069357e-05,0.000503026096696096,0.000382852230424074,"822148/830375/820603/843201/843602/837881/834447",7
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process","16/1678","66/20875",5.07552108291585e-05,0.000572405988795509,0.000435657137786344,"821135/829869/827371/817901/6241037/826456/832820/830894/841944/822169/817876/821460/816894/827381/819767/836635",16
"GO:0010647","BP","GO:0010647","positive regulation of cell communication","21/1678","102/20875",5.17007464186426e-05,0.00057742833091067,0.000439479633067148,"819120/839324/814985/822312/834360/832750/817807/824408/843418/814683/838922/828444/824807/825476/843106/843998/817876/821005/837255/843864/836158",21
"GO:0006972","BP","GO:0006972","hyperosmotic response","17/1678","73/20875",5.18326471096606e-05,0.00057742833091067,0.000439479633067148,"818902/834646/817047/844329/836881/837075/836103/2745818/831076/835008/821495/831316/834660/824359/818694/828151/821251",17
"GO:0019395","BP","GO:0019395","fatty acid oxidation","13/1678","47/20875",5.85875034677967e-05,0.000642861891940206,0.00048928099516205,"821135/842864/831604/817876/843947/818879/827381/819865/819870/827314/836635/832812/827088",13
"GO:0009311","BP","GO:0009311","oligosaccharide metabolic process","19/1678","88/20875",5.87618697066308e-05,0.000642861891940206,0.00048928099516205,"842975/818902/828603/841567/836638/828081/843531/825476/829638/832206/828355/828504/843519/815080/838723/843945/830979/838871/840493",19
"GO:0009624","BP","GO:0009624","response to nematode","19/1678","88/20875",5.87618697066308e-05,0.000642861891940206,0.00048928099516205,"843660/821832/824349/842203/842477/830058/819392/831202/818520/827464/835437/818409/821037/825186/843519/832794/835679/842267/842387",19
"GO:0071417","BP","GO:0071417","cellular response to organonitrogen compound","12/1678","41/20875",6.11077969756475e-05,0.000664547292110166,0.000505785713062847,"830991/834896/834895/817459/817458/817460/819940/817923/826456/842733/821717/842281",12
"GO:0006816","BP","GO:0006816","calcium ion transport","18/1678","82/20875",7.25465327769887e-05,0.000779661855197402,0.000593399193798156,"830991/834896/824349/834895/817459/821863/817458/825513/831754/817460/819940/823875/829918/839138/824900/829112/842022/839670",18
"GO:2000280","BP","GO:2000280","regulation of root development","18/1678","82/20875",7.25465327769887e-05,0.000779661855197402,0.000593399193798156,"842988/828963/841403/820386/814929/28717277/831154/819365/6241037/837482/814909/840371/829883/835364/819340/842281/838456/830313",18
"GO:0010227","BP","GO:0010227","floral organ abscission","10/1678","30/20875",7.37171986209755e-05,0.000787610069476738,0.000599448564963427,"818785/843208/824802/822153/829956/817746/828967/829712/841591/821676",10
"GO:0009967","BP","GO:0009967","positive regulation of signal transduction","20/1678","98/20875",8.79489715883481e-05,0.000934202157511116,0.000711019531629179,"839324/814985/822312/834360/832750/817807/824408/843418/814683/838922/828444/824807/825476/843106/843998/817876/821005/837255/843864/836158",20
"GO:0097035","BP","GO:0097035","regulation of membrane lipid distribution","8/1678","20/20875",8.96239174922224e-05,0.000946490735597053,0.00072037234564786,"822148/830375/820603/843201/843602/837881/816913/834447",8
"GO:0009850","BP","GO:0009850","auxin metabolic process","16/1678","69/20875",9.01879351316962e-05,0.00094697331888281,0.000720739638892745,"823555/837075/832221/841602/835501/830154/839103/821199/830457/828484/821378/832812/831178/823754/837972/827088",16
"GO:0010363","BP","GO:0010363","regulation of plant-type hypersensitive response","10/1678","31/20875",0.000101020165602417,0.00105465052888924,0.000802692563974697,"838338/831173/824405/829589/831158/827493/843620/10723040/820355/821717",10
"GO:0023056","BP","GO:0023056","positive regulation of signaling","20/1678","99/20875",0.000102003213649026,0.00105886290532256,0.000805898595875376,"839324/814985/822312/834360/832750/817807/824408/843418/814683/838922/828444/824807/825476/843106/843998/817876/821005/837255/843864/836158",20
"GO:0006520","BP","GO:0006520","amino acid metabolic process","54/1678","398/20875",0.000103654440532064,0.00106992464888182,0.000814317668408308,"827024/817180/818902/817022/828364/837082/828726/833862/841032/844329/831599/826844/838352/833738/814732/837543/814770/837444/829452/821817/835480/823601/829566/838739/821049/824629/818489/831024/814980/830154/834660/839103/821995/840303/832075/830457/836558/837168/822529/818986/829623/828798/818588/830635/828815/843565/827841/818721/822530/833436/831519/827506/820850/814906",54
"GO:0006568","BP","GO:0006568","tryptophan metabolic process","11/1678","37/20875",0.000105447075667977,0.0010762670795832,0.000819144880666847,"841032/829566/824629/814980/830154/839103/830457/822529/818588/828815/822530",11
"GO:0006586","BP","GO:0006586","indolalkylamine metabolic process","11/1678","37/20875",0.000105447075667977,0.0010762670795832,0.000819144880666847,"841032/829566/824629/814980/830154/839103/830457/822529/818588/828815/822530",11
"GO:0006576","BP","GO:0006576","biogenic amine metabolic process","16/1678","71/20875",0.000129481416007824,0.00131423637247941,0.00100026286869202,"841032/835392/837444/829566/831452/824629/814980/830154/839103/830457/822529/829623/842580/818588/828815/822530",16
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","15/1678","64/20875",0.00013043123480279,0.00131656279549556,0.00100203350494031,"818902/833862/844329/831599/833738/814732/831024/834660/821995/832075/829623/830635/818721/831519/827506",15
"GO:0009697","BP","GO:0009697","salicylic acid biosynthetic process","8/1678","21/20875",0.000134599283247652,0.00134378628684951,0.00102275325378285,"843716/843810/830058/832750/824408/820141/836377/828685",8
"GO:0015996","BP","GO:0015996","chlorophyll catabolic process","8/1678","21/20875",0.000134599283247652,0.00134378628684951,0.00102275325378285,"827371/826798/821250/828391/819561/828127/823622/838668",8
"GO:0006817","BP","GO:0006817","phosphate ion transport","11/1678","38/20875",0.000137703953128202,0.00136731044763709,0.00104065744898372,"824046/843976/830806/834353/821270/817844/843122/816783/828638/820844/824384",11
"GO:0072330","BP","GO:0072330","monocarboxylic acid biosynthetic process","37/1678","245/20875",0.000147352941603006,0.00145520986112807,0.00110755752977281,"838508/827562/815864/821135/842880/823555/843838/835358/843716/839889/831483/817901/6241037/843810/820709/830058/832750/826456/824408/820141/816412/841944/822169/830154/832383/817876/842748/836377/835258/821460/828685/827381/828484/818706/838668/817257/838224",37
"GO:0042180","BP","GO:0042180","cellular ketone metabolic process","26/1678","150/20875",0.00015256325070165,0.00149856483350492,0.00114055491894103,"842880/841032/843716/843810/832750/843161/824408/829566/820141/837168/822529/817693/836377/837122/818588/828685/817599/818708/828127/818706/822530/838668/839846/826918/839735/818701",26
"GO:1901699","BP","GO:1901699","cellular response to nitrogen compound","14/1678","58/20875",0.000155044760407651,0.00151479560034641,0.00115290812551932,"830991/821135/834896/834895/817459/817458/817460/819940/817923/826456/842733/837327/821717/842281",14
"GO:0051607","BP","GO:0051607","defense response to virus","15/1678","65/20875",0.000157105127460347,0.0015267609993088,0.0011620149685057,"818171/834678/829308/817197/831903/821569/844423/830520/820338/831345/843276/840017/824148/840016/820337",15
"GO:0010555","BP","GO:0010555","response to mannitol","9/1678","27/20875",0.000169366251221259,0.00163720709513884,0.00124607528745911,"817870/817828/819700/828081/829589/832206/824921/839349/835504",9
"GO:0010118","BP","GO:0010118","stomatal movement","28/1678","168/20875",0.000173548405435596,0.00166880493016228,0.00127012434116577,"838122/841612/837408/836040/839324/817901/834360/843810/819392/825139/829442/842710/837210/824807/826838/837480/827297/816235/818491/820956/818549/820355/839907/821676/818706/828151/838224/835504",28
"GO:0170041","BP","GO:0170041","non-proteinogenic amino acid metabolic process","10/1678","33/20875",0.000181716450304637,0.00173819871574121,0.00132293982282957,"837082/841032/829566/821049/818489/834660/836558/818588/827506/814906",10
"GO:2000377","BP","GO:2000377","regulation of reactive oxygen species metabolic process","15/1678","66/20875",0.000188384514704815,0.0017874292428369,0.00136040908581082,"818902/28717391/817901/6241037/827834/824408/820214/828444/826838/823964/814721/816847/828151/821251/825251",15
"GO:0006812","BP","GO:0006812","monoatomic cation transport","43/1678","303/20875",0.000188819837913257,0.0017874292428369,0.00136040908581082,"830991/838122/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/814938/817047/832145/820765/817460/819940/829439/831654/842041/823875/817490/829918/839138/816783/823950/824900/840139/843519/817362/829112/831720/816847/842022/838472/839907/839670/839349/844299/842281/842387",43
"GO:0009063","BP","GO:0009063","amino acid catabolic process","18/1678","89/20875",0.000219230700110297,0.00206461076856449,0.00157137143160988,"833862/841032/831599/814732/814770/829452/829566/838739/830154/834660/837168/829623/828798/818588/830635/843565/827841/814906",18
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process","13/1678","53/20875",0.000222498002833697,0.00208463513424186,0.00158661193923516,"842909/842368/827834/842710/824408/828444/827563/829479/823964/837304/838652/843864/842910",13
"GO:0046189","BP","GO:0046189","phenol-containing compound biosynthetic process","10/1678","34/20875",0.000239022322840375,0.0022280295093335,0.00169574913250341,"842720/843716/843810/830058/832750/824408/820141/836377/828685/836475",10
"GO:0042440","BP","GO:0042440","pigment metabolic process","30/1678","190/20875",0.000276366473000701,0.00256138609525681,0.00194946621256259,"818902/843842/821704/829559/816041/827371/837365/826798/821250/829560/816173/843308/828391/819561/842956/816040/821855/817157/828896/836477/842199/837168/821710/830996/832672/828321/828127/823622/838668/835504",30
"GO:0080142","BP","GO:0080142","regulation of salicylic acid biosynthetic process","6/1678","13/20875",0.000279691276565009,0.00256138609525681,0.00194946621256259,"843716/832750/824408/820141/836377/828685",6
"GO:0010112","BP","GO:0010112","regulation of systemic acquired resistance","8/1678","23/20875",0.000280392566530576,0.00256138609525681,0.00194946621256259,"822298/831173/835358/822184/843716/832750/837800/842733",8
"GO:0046149","BP","GO:0046149","pigment catabolic process","8/1678","23/20875",0.000280392566530576,0.00256138609525681,0.00194946621256259,"827371/826798/821250/828391/819561/828127/823622/838668",8
"GO:0015698","BP","GO:0015698","inorganic anion transport","20/1678","107/20875",0.000306536448081497,0.0027862790579348,0.00212063182988037,"824046/841403/843976/28717277/835085/830806/834353/821270/838337/817844/843122/816783/823713/828638/840139/820844/837327/824353/824384/826630",20
"GO:0006986","BP","GO:0006986","response to unfolded protein","10/1678","35/20875",0.000310720738080224,0.00279648664272201,0.00212840080375409,"837429/836572/817155/814811/834207/840897/837998/832950/816258/820249",10
"GO:0034620","BP","GO:0034620","cellular response to unfolded protein","10/1678","35/20875",0.000310720738080224,0.00279648664272201,0.00212840080375409,"837429/836572/817155/814811/834207/840897/837998/832950/816258/820249",10
"GO:0071214","BP","GO:0071214","cellular response to abiotic stimulus","32/1678","210/20875",0.000339799496489679,0.0030283594150568,0.00230487874127274,"838122/842945/832474/828641/828053/823679/837075/829946/821667/818374/831156/821027/842710/838420/821855/818262/820956/832477/834842/838835/828638/814721/830996/837405/842104/844174/824838/838501/821788/835681/819685/818571",32
"GO:0104004","BP","GO:0104004","cellular response to environmental stimulus","32/1678","210/20875",0.000339799496489679,0.0030283594150568,0.00230487874127274,"838122/842945/832474/828641/828053/823679/837075/829946/821667/818374/831156/821027/842710/838420/821855/818262/820956/832477/834842/838835/828638/814721/830996/837405/842104/844174/824838/838501/821788/835681/819685/818571",32
"GO:0006635","BP","GO:0006635","fatty acid beta-oxidation","11/1678","42/20875",0.000363304403663769,0.00322212206550343,0.00245235113561492,"842864/817876/843947/818879/827381/819865/819870/827314/836635/832812/827088",11
"GO:0030001","BP","GO:0030001","metal ion transport","35/1678","238/20875",0.000366912785389642,0.00323840414930858,0.00246474339943919,"830991/838122/834896/824349/834895/842203/817459/821863/817458/825513/831754/814938/817047/832145/817460/819940/829439/842041/823875/817490/829918/839138/824900/817362/829112/831720/816847/842022/838472/839907/839670/839349/844299/842281/842387",35
"GO:0009074","BP","GO:0009074","aromatic amino acid family catabolic process","8/1678","24/20875",0.000391118458772802,0.00343544915470149,0.00261471398805097,"817022/841032/814770/835480/829566/830154/837168/818588",8
"GO:0098739","BP","GO:0098739","import across plasma membrane","10/1678","36/20875",0.000399512762652502,0.0034923914706513,0.0026580526792443,"838122/827860/818506/821086/818060/819314/824786/838472/839907/844299",10
"GO:0005984","BP","GO:0005984","disaccharide metabolic process","16/1678","78/20875",0.000407287903014802,0.00354340475622878,0.00269687879640378,"842975/818902/828603/841567/836638/828081/843531/829638/832206/828355/828504/843519/843945/830979/838871/840493",16
"GO:0052542","BP","GO:0052542","defense response by callose deposition","9/1678","30/20875",0.000414718005528195,0.00359094690094793,0.00273306303468569,"841606/836222/842710/835828/824629/830154/838438/842281/839735",9
"GO:0071229","BP","GO:0071229","cellular response to acid chemical","14/1678","64/20875",0.0004640312228415,0.00399898605722368,0.00304362088070318,"830991/838122/834896/834895/817459/817458/832474/828053/837075/817460/819940/838420/820956/844174",14
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","9/1678","31/20875",0.000543048940043288,0.00465798316177975,0.0035451823562994,"837429/836572/814811/834207/840897/837998/832950/816258/820249",9
"GO:0042592","BP","GO:0042592","homeostatic process","58/1678","466/20875",0.00057920708217154,0.00494491279966076,0.00376356397220169,"830991/834896/824349/828470/834895/842909/842203/817459/817458/844278/837408/831754/842368/831483/837365/821047/817460/820709/819940/843161/825291/842710/823875/823896/839138/844166/823950/842977/834842/843186/841044/824900/840139/829112/839780/829558/816248/828899/831720/822003/838723/827381/816847/842022/838472/821788/834806/818721/824895/821175/839349/842865/844299/836635/842281/826595/830313/842910",58
"GO:0009759","BP","GO:0009759","indole glucosinolate biosynthetic process","5/1678","10/20875",0.000596136498693078,0.0050450165534453,0.00383975275378172,"6241037/826456/824807/835828/838438",5
"GO:0006470","BP","GO:0006470","protein dephosphorylation","22/1678","129/20875",0.000597126348585906,0.0050450165534453,0.00383975275378172,"836040/835250/825399/840379/830564/834356/837276/843609/817553/838835/817438/818609/817489/829536/837255/824693/831059/818571/819724/835296/842708/835762",22
"GO:0055074","BP","GO:0055074","calcium ion homeostasis","15/1678","73/20875",0.000599216525504998,0.0050450165534453,0.00383975275378172,"830991/834896/824349/834895/817459/817458/831754/837365/817460/819940/823875/839138/824900/829112/842022",15
"GO:0042343","BP","GO:0042343","indole glucosinolate metabolic process","7/1678","20/20875",0.000650941244140625,0.00545536538094001,0.00415206848628569,"6241037/826456/824807/838708/835828/838438/842281",7
"GO:0009743","BP","GO:0009743","response to carbohydrate","30/1678","200/20875",0.000668593464467633,0.00557771808028478,0.00424519089911917,"817870/842477/841606/834629/817828/843027/836222/819700/842710/828081/824408/830779/829589/838739/835828/824629/832206/830154/831765/838438/837405/822207/824921/839349/842281/831183/838224/835504/819567/839735",30
"GO:0006714","BP","GO:0006714","sesquiterpenoid metabolic process","13/1678","59/20875",0.000680676713436988,0.00565271070658808,0.00430226764808738,"827562/842880/829417/839889/817457/819107/817525/826958/829473/818706/838668/817257/838224",13
"GO:0097352","BP","GO:0097352","autophagosome maturation","6/1678","15/20875",0.00070879597035283,0.00585959383635575,0.00445972601493732,"819816/824489/828287/825794/841861/820798",6
"GO:0006536","BP","GO:0006536","glutamate metabolic process","8/1678","26/20875",0.000718641467600179,0.0059142250509258,0.00450130573115143,"833862/831599/814732/831024/834660/832075/830635/818721",8
"GO:1900150","BP","GO:1900150","regulation of defense response to fungus","10/1678","39/20875",0.000800429400264501,0.00655777809095625,0.00499111275784473,"841606/824763/6241037/830401/837210/822093/828457/827085/822474/821788",10
"GO:0009787","BP","GO:0009787","regulation of abscisic acid-activated signaling pathway","22/1678","132/20875",0.000821938595635859,0.00663764889049498,0.00505190227542642,"841606/826796/836040/838107/839324/834360/832750/817807/843418/814683/838922/839265/828444/843106/821182/817876/830996/821005/837255/836739/829473/832215",22
"GO:1901419","BP","GO:1901419","regulation of response to alcohol","22/1678","132/20875",0.000821938595635859,0.00663764889049498,0.00505190227542642,"841606/826796/836040/838107/839324/834360/832750/817807/843418/814683/838922/839265/828444/843106/821182/817876/830996/821005/837255/836739/829473/832215",22
"GO:1905957","BP","GO:1905957","regulation of cellular response to alcohol","22/1678","132/20875",0.000821938595635859,0.00663764889049498,0.00505190227542642,"841606/826796/836040/838107/839324/834360/832750/817807/843418/814683/838922/839265/828444/843106/821182/817876/830996/821005/837255/836739/829473/832215",22
"GO:0006811","BP","GO:0006811","monoatomic ion transport","45/1678","344/20875",0.000824710617483503,0.00663764889049498,0.00505190227542642,"830991/838122/834896/824349/828470/834895/842203/817459/821863/817458/844278/825513/831754/814938/817047/832145/820765/817460/819940/829439/831654/842041/823875/817490/829918/839138/816783/823950/824900/823713/840139/843519/817362/841782/829112/831720/816847/842022/838472/839907/839670/839349/844299/842281/842387",45
"GO:0170035","BP","GO:0170035","L-amino acid catabolic process","11/1678","46/20875",0.00084052350218858,0.00670583597597613,0.00510379933988101,"833862/831599/814732/814770/829452/834660/837168/829623/828798/830635/843565",11
"GO:0170040","BP","GO:0170040","proteinogenic amino acid catabolic process","11/1678","46/20875",0.00084052350218858,0.00670583597597613,0.00510379933988101,"833862/831599/814732/814770/829452/834660/837168/829623/828798/830635/843565",11
"GO:0016036","BP","GO:0016036","cellular response to phosphate starvation","16/1678","84/20875",0.000957359243928336,0.00760476234198726,0.00578797053194202,"819332/819120/819609/843632/819730/834353/842527/843161/843444/816141/828638/827960/838652/838909/824384/841765",16
"GO:0048527","BP","GO:0048527","lateral root development","24/1678","151/20875",0.000979178066959208,0.00774440834776828,0.0058942548482712,"831147/843208/820386/816256/829861/814929/819248/829860/814909/828967/840371/833957/821808/841944/838716/821416/839103/830457/821378/837327/838740/842281/838456/842052",24
"GO:0010015","BP","GO:0010015","root morphogenesis","45/1678","347/20875",0.000988398082846783,0.00777300735125573,0.00591602149685065,"831147/842203/834489/28717391/843208/820386/816256/829861/814929/829860/6241037/843161/814909/836633/828967/819314/829589/816281/828733/821808/841944/827297/821416/831554/839103/830457/824932/837588/844081/819865/819804/834695/821378/816961/821676/838740/842281/829245/836228/819724/822378/834412/819969/823754/827088",45
"GO:0016106","BP","GO:0016106","sesquiterpenoid biosynthetic process","10/1678","40/20875",0.00099130307216343,0.00777300735125573,0.00591602149685065,"827562/842880/829417/839889/819107/826958/818706/838668/817257/838224",10
"GO:0010817","BP","GO:0010817","regulation of hormone levels","38/1678","280/20875",0.00102394499056557,0.00799464742633888,0.00608471134744543,"816469/823555/816256/829417/843986/822148/837075/832221/835799/838221/836165/819314/822320/819107/841602/817157/835501/830154/839103/818252/821199/830457/829103/829096/843201/843602/837881/828484/821378/843985/832812/842281/838456/831178/835504/823754/837972/827088",38
"GO:0046686","BP","GO:0046686","response to cadmium ion","15/1678","77/20875",0.00107302672365829,0.00830738074928344,0.0063227321002526,"843353/843842/835511/839295/838184/839515/827931/838907/821270/843027/836638/828255/817197/841709/826409",15
"GO:0098771","BP","GO:0098771","inorganic ion homeostasis","31/1678","215/20875",0.00107309351769616,0.00830738074928344,0.0063227321002526,"830991/834896/824349/834895/842203/817459/817458/831754/837365/821047/817460/819940/843161/823875/823896/839138/844166/842977/824900/840139/829112/839780/828899/831720/816847/842022/838472/821175/839349/842281/830313",31
"GO:0042538","BP","GO:0042538","hyperosmotic salinity response","13/1678","62/20875",0.00111499714044193,0.00859535770290047,0.0065419108262216,"818902/834646/817047/836881/837075/836103/2745818/835008/821495/834660/824359/818694/821251",13
"GO:0034614","BP","GO:0034614","cellular response to reactive oxygen species","9/1678","34/20875",0.00113432889684498,0.00870764241401586,0.00662737051186296,"820564/821135/838212/834678/837075/837405/816248/840318/843864",9
"GO:0006874","BP","GO:0006874","intracellular calcium ion homeostasis","14/1678","70/20875",0.00119047683210555,0.00910042331488219,0.0069263153279517,"830991/834896/824349/834895/817459/817458/831754/817460/819940/823875/839138/824900/829112/842022",14
"GO:0015711","BP","GO:0015711","organic anion transport","27/1678","180/20875",0.00120909008168801,0.00920419824684999,0.00700529823644677,"838122/829671/842477/827860/828955/821086/830806/834078/844074/831193/818060/825927/814811/819425/817544/821597/832845/828400/816783/837998/841044/824786/831479/834806/824895/828383/832812",27
"GO:0035967","BP","GO:0035967","cellular response to topologically incorrect protein","10/1678","41/20875",0.00121787440726406,0.00923259975963251,0.00702691457521651,"837429/836572/817155/814811/834207/840897/837998/832950/816258/820249",10
"GO:0006869","BP","GO:0006869","lipid transport","22/1678","136/20875",0.00123290649156953,0.0093079345458576,0.0070842517414674,"838122/821832/830121/819037/822148/823932/830796/830375/820456/819425/817544/821597/820603/843201/843602/837881/816913/828891/824895/818435/834447/821356",22
"GO:0071230","BP","GO:0071230","cellular response to amino acid stimulus","7/1678","22/20875",0.00124158999791918,0.00933491739176271,0.00710478833550459,"830991/834896/834895/817459/817458/817460/819940",7
"GO:0035556","BP","GO:0035556","intracellular signal transduction","54/1678","441/20875",0.00127791473257082,0.00956864842789705,0.00728268059415897,"830991/834896/834101/834895/817459/817875/817458/827114/829691/819609/820429/819730/839523/843936/817460/821902/819940/835947/842710/824408/835368/838470/824807/825806/823875/816567/827297/816235/837125/839944/826406/834842/824355/829103/841591/824847/839733/819093/834768/828713/822041/831123/816258/821676/819832/835360/841270/828151/825804/823706/821717/828283/826409/827330",54
"GO:0005985","BP","GO:0005985","sucrose metabolic process","11/1678","49/20875",0.00146897787497343,0.010909847876327,0.00830346501001239,"842975/828603/841567/828081/843531/829638/832206/843519/843945/830979/838871",11
"GO:0010043","BP","GO:0010043","response to zinc ion","11/1678","49/20875",0.00146897787497343,0.010909847876327,0.00830346501001239,"828641/838184/827931/829439/843027/821817/838779/831720/816847/841709/831774",11
"GO:1903409","BP","GO:1903409","reactive oxygen species biosynthetic process","10/1678","42/20875",0.00148492753338915,0.0109836542651902,0.0083596389158622,"824802/6241037/834484/827834/5008204/842710/828444/827563/826838/5007997",10
"GO:0009065","BP","GO:0009065","glutamine family amino acid catabolic process","6/1678","17/20875",0.00152358509693344,0.0110899998888342,0.00844057837303028,"833862/831599/814732/834660/829623/830635",6
